Molecule	Type	actin cytoskeleton reorganization	actin filament debranching	actin filament polymerization	adhesion strenghtening and intraluminal crawling	ameboidal-type cell migration	angiogenesis	anti-inflammatory molecule gene expression	apoptotic cell clearance	apoptotic process	capture rolling	cell adhesion	cell motility	cytokine production involved in inflammatory response	degradation of membrane-associated molecules	destruction of pathogens	digestion of microbes/particles/...	endosomal vesicle fusion	endothelial cell proliferation	endothelial migration	epithelial cell proliferation involved in lung morphogenesis	epithelium regeneration	establishment of cell polarity	fatty acid synthesis	fibroblast efferocytosis	fibroblast migration	firm adhesion	focal adhesion	formation of intraluminal vesicles	fusion with late endosomes	gluconeogenese	glycogen synthesis	glycolysis	hypothermia	keratinocyte migration	keratinocyte proliferation	ketogenic acid synthesis	leukocyte migration	leukotriene synthesis	lipoxin synthesis	lymphocyte chemotaxis	m1 phenotype and behavior	m2 phenotype and behavior	macrophage clearance	macrophage derived foam cell differentiation	macrophage differentiation	maresin synthesis	membrane hyperpolarization	microtubule cytoskeleton organization	microtubule-based movement	monocyte chemotaxis	monocyte extravasation	myeloid dendritic cell differentiation	myosin ii filament organization	natural killer cell chemotaxis	neurotrophy	neutrophil apoptotic process	neutrophil chemotaxis	neutrophil extravasation	nf-κb response	p38mapk cascade	pamp recognition	phagocytic cup	phagocytosis, engulfment	phagosome maturation	phagosome sealing	phagosome-lysosome fusion	platelet activation	platelet aggregation	platelet degranulation	pmn infiltration	positive regulation of acute inflammatory response	positive regulation of cellular response to insulin stimulus	positive regulation of vascular permeability	prostaglandin synthesis	protectin synthesis	reactive oxygen species metabolic process	recognition of a target particle	regulation of actin cytoskeleton reorganization	regulation of acute inflammatory response	resolution of airway inflammation	resolution of edema	resolvin synthesis	response to endoplasmic reticulum stress	sensory perception of pain	site of dna damage	slow rolling	stat3 pathway	thromboxan synthesis	tissue homeostasis	unknown signalling cascades	uptake of srbc	vascular associated smooth muscle cell migration	vasoconstriction	vasodilation	wound constriction	wound healing
Lipid Mediators	COMPLEX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD1	SIMPLE_MOLECULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Specialized Proresolving Mediators	COMPLEX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL9	PROTEIN	7	10	6	6	7	11	0	5	-7	13	11	4	0	0	6	13	13	12	0	0	9	4	-12	0	0	-8	7	0	0	-9	-11	-8	0	-8	-8	-10	0	13	-10	0	-9	8	0	9	-7	10	-7	-11	0	0	-8	9	-12	2	0	9	5	9	0	9	12	8	8	10	9	0	7	7	7	0	8	0	6	-8	-10	-11	8	6	7	0	0	-10	9	0	11	-8	7	10	7	7	0	7	7	-7	0	9
CXCL10	PROTEIN	7	10	6	6	7	11	0	5	-7	13	11	4	0	0	6	13	13	12	0	0	9	4	-12	0	0	-8	7	0	0	-9	-11	-8	0	-8	-8	-10	0	13	-10	0	-9	8	0	9	-7	10	-7	-11	0	0	-8	9	-12	2	0	9	5	9	0	9	12	8	8	10	9	0	7	7	7	0	8	0	6	-8	-10	-11	8	6	7	0	0	-10	9	0	11	-8	7	10	7	7	0	7	7	-7	0	9
CCL3	PROTEIN	4	10	6	6	7	11	0	5	-7	13	11	4	0	0	6	13	13	12	0	0	8	4	-12	0	0	5	7	0	0	-9	-11	-8	0	-8	-8	-10	0	13	-10	0	-9	8	0	9	5	10	-7	-11	0	0	-8	9	-12	2	0	9	5	8	0	9	12	8	7	10	9	0	6	6	7	0	8	0	4	-8	-10	-11	8	6	7	0	0	-10	9	0	11	5	7	10	7	6	0	7	7	-7	0	9
CCL4	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL11	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL17	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CXCL11	PROTEIN	7	10	6	6	7	11	0	5	-7	13	11	4	0	0	6	13	13	12	0	0	9	4	-12	0	0	-8	7	0	0	-9	-11	-8	0	-8	-8	-10	0	13	-10	0	-9	8	0	9	-7	10	-7	-11	0	0	-8	9	-12	2	0	9	5	9	0	9	12	8	8	10	9	0	7	7	7	0	8	0	6	-8	-10	-11	8	6	7	0	0	-10	9	0	11	-8	7	10	7	7	0	7	7	-7	0	9
Chemokines	COMPLEX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD36	PROTEIN	-8	-11	8	-7	9	12	0	4	7	-10	-9	7	0	0	-7	12	12	13	0	0	9	7	14	0	0	6	-9	0	0	11	13	10	0	-7	-7	12	0	-13	5	0	-5	3	0	1	5	5	9	-7	0	0	-7	-6	8	-8	0	5	-7	-7	0	-6	-9	10	2	9	8	0	7	7	-10	0	-5	0	-8	-7	-10	5	-9	8	-10	0	0	5	1	0	-9	6	-7	-7	-9	1	0	9	-9	-9	0	-10
MSR1	PROTEIN	-8	-11	8	-7	9	12	0	4	7	-10	-9	7	0	0	-7	12	12	13	0	0	9	7	14	0	0	6	-9	0	0	11	13	10	0	-7	-7	12	0	-13	5	0	-5	3	0	1	5	5	9	-7	0	0	-7	-6	8	-8	0	5	-7	-7	0	-6	-9	10	2	9	8	0	7	7	-10	0	-5	0	-8	-7	-10	5	-9	8	-10	0	0	5	1	0	-9	6	-7	-7	-9	1	0	9	-9	-9	0	-10
Scavenger receptors	COMPLEX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
reactive oxygen species metabolic process	PHENOTYPE	-6	-9	-7	-6	-8	10	0	4	5	-8	-8	-7	0	0	-5	10	10	11	0	0	7	-7	12	0	0	-6	-7	0	0	9	11	8	0	-6	-6	10	0	12	3	0	-4	1	0	5	4	3	7	-5	0	0	-5	-4	6	-7	0	5	-6	-5	0	-4	-7	-9	-6	7	6	0	-7	-7	8	0	-5	0	-6	-6	-9	0	-7	-8	8	0	0	3	5	0	-7	-6	-5	-6	-7	-5	0	-8	-7	7	0	-8
macrophage derived foam cell differentiation	PHENOTYPE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFKBIA:NFKB	COMPLEX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFKB:STAT1	COMPLEX	-5	-8	-6	-4	-7	-11	0	-6	-6	-8	-6	-5	0	0	-7	-12	-12	-12	0	0	-7	-5	14	0	0	-4	-9	0	0	11	13	10	0	-5	-5	12	0	10	5	0	-3	3	0	-4	-3	5	-9	6	0	0	-7	-4	8	-5	0	7	-4	5	0	-4	-7	-8	-5	-9	-8	0	-5	-5	-7	0	-7	0	-6	-5	-7	7	-6	-6	-7	0	0	5	-4	0	-6	-4	-7	-5	-7	-4	0	-7	-7	7	0	-8
IL4 receptor:STAT6	COMPLEX	-6	-9	-7	-5	-8	11	0	4	6	-9	-7	-6	0	0	-8	-13	-13	12	0	0	-8	-6	15	0	0	-5	-10	0	0	12	14	11	0	-6	-6	13	0	11	6	0	-5	4	0	5	2	6	-10	7	0	0	-8	-5	9	-6	0	5	-5	6	0	-5	-8	-9	6	-10	-9	0	-6	-6	-8	0	-5	0	-7	-6	-8	3	-7	-7	-8	0	0	6	3	0	-8	-5	-8	-7	-8	5	0	-8	-8	-8	0	-9
KLF4:STAT6	COMPLEX	-5	-8	-6	-4	-7	-11	0	5	7	-8	-6	-5	0	0	-7	-12	-12	-12	0	0	-7	-5	14	0	0	-4	-9	0	0	11	13	10	0	-5	-5	12	0	10	5	0	-4	3	0	6	-4	5	-9	6	0	0	-7	-4	8	-5	0	6	-4	5	0	-4	-7	-8	-6	-9	-8	0	-5	-5	-7	0	-6	0	-6	-5	-7	2	-6	-6	-7	0	0	5	2	0	8	-4	-7	-6	-7	-5	0	-7	-7	7	0	-8
PIK3CD:STAT6	COMPLEX	-8	-11	-8	-7	-9	9	0	-5	4	-11	-9	-7	0	0	-9	13	13	10	0	0	-9	-7	15	0	0	-6	11	0	0	-13	-15	11	0	-8	-8	13	0	-13	-7	0	6	-5	0	-6	-5	-7	-11	9	0	0	9	-7	9	-8	0	-6	-7	-8	0	-7	-9	-10	-7	10	9	0	-7	-7	-10	0	6	0	-8	-8	-10	-5	-9	-8	-10	0	0	-7	-5	0	-6	-6	9	8	-9	-6	0	-9	-9	9	0	-10
Polysaccharides of some yeast cells	SIMPLE_MOLECULE	-12	-15	11	12	12	11	0	9	6	-14	14	11	0	0	-11	15	15	12	0	0	13	-12	17	0	0	11	-12	0	0	14	16	13	0	7	7	15	0	-12	9	0	-10	9	0	10	5	11	12	-13	0	0	-13	-10	11	-11	0	10	12	11	0	-10	-9	13	3	12	11	0	11	11	12	0	-10	0	-12	7	9	13	-13	12	12	0	0	9	10	0	6	12	-11	-12	-12	2	0	12	-12	12	0	14
Mannan	SIMPLE_MOLECULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
LTA	SIMPLE_MOLECULE	-9	-12	9	-8	10	13	0	5	8	-11	-10	8	0	0	-8	13	13	14	0	0	10	8	15	0	0	7	-10	0	0	12	14	11	0	-8	-8	13	0	-14	6	0	-6	4	0	2	6	6	10	-8	0	0	-8	-7	9	-9	0	6	-8	-8	0	-7	-10	11	3	10	9	0	8	8	-11	0	-6	0	-9	-8	-11	6	-10	9	-11	0	0	6	2	0	-10	7	-8	-8	-10	2	0	10	-10	-10	0	-11
PIP3	SIMPLE_MOLECULE	-10	-13	4	-10	5	14	0	2	9	-12	-12	-11	0	0	-9	5	5	15	0	0	11	-11	16	0	0	-10	-11	0	0	13	15	12	0	-8	-8	14	0	-14	7	0	-6	5	0	6	6	7	11	-9	0	0	-9	-8	1	-11	0	6	-10	-9	0	-8	-11	6	7	2	1	0	-11	-11	12	0	-6	0	-10	-8	11	10	-11	-12	12	0	0	7	6	0	-11	-10	-9	-8	-11	6	0	5	-11	11	0	-12
PI[3]P	SIMPLE_MOLECULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H+	SIMPLE_MOLECULE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRC1	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LBP	PROTEIN	-16	-19	16	-15	17	15	0	13	10	-18	-17	-16	0	0	-17	19	19	16	0	0	17	-16	21	0	0	-15	-18	0	0	20	22	17	0	-13	15	19	0	21	15	0	13	13	0	14	-14	15	18	-17	0	0	-17	-14	15	14	0	14	-15	15	0	-14	9	18	3	16	15	0	-16	-16	17	0	-14	0	16	15	-18	17	-17	-17	17	0	0	15	14	0	10	-15	-17	15	-18	2	0	17	-18	-18	0	-19
MARCO	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FCAR	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
?	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0
C3	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
iC3b	PROTEIN	5	6	4	4	5	-11	0	5	-6	13	11	5	0	0	7	9	9	-12	0	0	7	5	15	0	0	9	-12	0	0	14	16	11	0	10	10	13	0	-15	10	0	-9	8	0	9	5	10	9	2	0	0	6	9	5	10	0	9	6	9	0	9	11	6	3	6	5	0	7	7	7	0	-9	0	5	10	12	-9	4	7	7	0	0	10	-9	0	6	9	8	10	5	2	0	5	5	-5	0	9
LAT	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRB2	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAB2	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRKCE	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RAPGEF2	PROTEIN	5	8	4	4	5	12	0	7	8	-15	13	6	0	0	8	11	11	13	0	0	8	6	16	0	0	5	-12	0	0	14	16	12	0	7	7	14	0	-17	9	0	10	-9	0	-10	-9	-11	10	6	0	0	6	-11	9	12	0	-10	7	8	0	-11	-13	6	7	8	7	0	6	6	8	0	10	0	5	7	14	-9	6	7	8	0	0	-11	-9	0	-10	5	9	9	5	6	0	5	5	-5	0	3
TLN1	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FERMT3	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORO1A	PROTEIN	0	1	-2	0	-3	0	0	0	0	0	0	0	0	0	0	-9	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4	0	-6	-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3	0	0	0	0
CFL1	PROTEIN	0	1	2	0	3	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
GSN	PROTEIN	0	1	2	0	3	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
DIAPH1	PROTEIN	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
CLIP1	PROTEIN	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
MYH9	PROTEIN	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RAB5A	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EEA1	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIK3C3	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STX12	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB7A	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RILP	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uptake of srbc	PHENOTYPE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
phagosome sealing	PHENOTYPE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
formation of intraluminal vesicles	PHENOTYPE	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
degradation of membrane-associated molecules	PHENOTYPE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fusion with late endosomes	PHENOTYPE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
digestion of microbes/particles/...	PHENOTYPE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unknown signalling cascades	PHENOTYPE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
