Molecule	Type	actin cytoskeleton reorganization	actin filament debranching	actin filament polymerization	adhesion strenghtening and intraluminal crawling	ameboidal-type cell migration	angiogenesis	anti-inflammatory molecule gene expression	apoptotic cell clearance	apoptotic process	capture rolling	cell adhesion	cell motility	cytokine production involved in inflammatory response	degradation of membrane-associated molecules	destruction of pathogens	digestion of microbes/particles/...	endosomal vesicle fusion	endothelial cell proliferation	endothelial migration	epithelial cell proliferation involved in lung morphogenesis	epithelium regeneration	establishment of cell polarity	fatty acid synthesis	fibroblast efferocytosis	fibroblast migration	firm adhesion	focal adhesion	formation of intraluminal vesicles	fusion with late endosomes	gluconeogenese	glycogen synthesis	glycolysis	hypothermia	keratinocyte migration	keratinocyte proliferation	ketogenic acid synthesis	leukocyte migration	leukotriene synthesis	lipoxin synthesis	lymphocyte chemotaxis	m1 phenotype and behavior	m2 phenotype and behavior	macrophage clearance	macrophage derived foam cell differentiation	macrophage differentiation	maresin synthesis	membrane hyperpolarization	microtubule cytoskeleton organization	microtubule-based movement	monocyte chemotaxis	monocyte extravasation	myeloid dendritic cell differentiation	myosin ii filament organization	natural killer cell chemotaxis	neurotrophy	neutrophil apoptotic process	neutrophil chemotaxis	neutrophil extravasation	nf-κb response	p38mapk cascade	pamp recognition	phagocytic cup	phagocytosis, engulfment	phagosome maturation	phagosome sealing	phagosome-lysosome fusion	platelet activation	platelet aggregation	platelet degranulation	pmn infiltration	positive regulation of acute inflammatory response	positive regulation of cellular response to insulin stimulus	positive regulation of vascular permeability	prostaglandin synthesis	protectin synthesis	reactive oxygen species metabolic process	recognition of a target particle	regulation of actin cytoskeleton reorganization	regulation of acute inflammatory response	resolution of airway inflammation	resolution of edema	resolvin synthesis	response to endoplasmic reticulum stress	sensory perception of pain	site of dna damage	slow rolling	stat3 pathway	thromboxan synthesis	tissue homeostasis	unknown signalling cascades	uptake of srbc	vascular associated smooth muscle cell migration	vasoconstriction	vasodilation	wound constriction	wound healing
ESR2	PROTEIN	-5	-6	-6	-5	-7	-4	0	-5	-3	6	-5	-6	0	0	-5	-10	-10	-9	0	0	-8	5	-14	0	-4	3	-5	0	0	-7	-9	-6	0	4	4	-12	0	-9	-5	0	-4	-3	0	-6	-3	-5	-9	-4	0	0	4	-4	6	-6	0	-4	3	-5	0	-4	-5	-8	-5	-7	-6	0	-6	-6	6	0	-4	0	-5	4	6	5	-4	-5	6	0	0	-5	5	0	-4	-5	-6	-6	-5	-4	0	-6	-5	-5	0	8
ETV6	PROTEIN	5	-8	7	6	8	-5	0	5	-4	7	-7	-6	0	0	7	-12	-12	-10	0	0	-9	5	14	0	-5	-5	5	0	0	-7	-9	-7	0	-5	-6	12	0	-11	-7	0	-5	-5	0	6	-5	-7	9	7	0	0	5	-5	-8	-7	0	-6	-5	5	0	-5	-6	9	-6	-9	-8	0	-7	-7	-7	0	-6	0	-6	-6	-8	6	-6	5	-7	0	0	-7	6	0	-6	6	8	-7	-5	-5	0	6	5	-5	0	-9
FHL2	PROTEIN	5	6	-6	4	-7	-4	0	-4	-3	7	-4	5	0	0	5	10	10	-9	0	0	7	-5	-13	0	-4	3	-4	0	0	-7	-9	5	0	4	4	-11	0	-9	5	0	-3	3	0	-5	2	5	-8	-6	0	0	4	3	6	5	0	3	3	-4	0	3	4	-8	5	7	6	0	5	5	6	0	-3	0	-5	4	6	-6	4	5	6	0	0	5	-5	0	3	4	6	-5	-5	4	0	-5	-5	-5	0	8
FOXG1	PROTEIN	-5	-8	-7	-6	-8	-5	0	-5	-4	-7	-7	6	0	0	-7	-12	-12	-10	0	0	-9	-5	-14	0	-5	-5	-5	0	0	7	9	-7	0	5	-6	-12	0	-11	-7	0	-5	-5	0	-6	-5	-7	-9	-7	0	0	-5	5	-8	-7	0	-6	5	-5	0	5	-6	-9	-6	-9	-8	0	-7	-7	7	0	-6	0	-6	-6	-8	-6	-6	-5	7	0	0	-7	-6	0	-6	-6	-8	-7	5	-5	0	-6	-5	5	0	9
FUBP1	PROTEIN	-5	-7	-7	-6	-8	-4	0	-5	3	-7	-5	-6	0	0	-6	-10	-10	9	0	0	-8	-5	13	0	-4	-4	-5	0	0	-7	-9	-7	0	-5	-5	11	0	-10	4	0	4	2	0	-6	3	4	8	-6	0	0	-5	-4	-6	-7	0	-5	-4	-5	0	-5	-5	-9	-6	-7	-6	0	-7	-7	-7	0	-5	0	-5	-5	-7	-5	-5	-5	-7	0	0	4	-5	0	5	-6	-6	6	5	-5	0	-6	-5	-5	0	-9
HBP1	PROTEIN	-5	-7	-7	-6	-8	4	0	4	-3	-7	-5	-5	0	0	-7	-11	-11	-9	0	0	-9	-5	13	0	4	4	-5	0	0	7	9	6	0	-5	-5	11	0	10	6	0	-5	4	0	5	-4	6	8	-6	0	0	-5	-4	-7	-7	0	-5	4	-5	0	-4	-4	-9	-5	-8	-7	0	-7	-7	-7	0	5	0	-5	-5	-7	5	-5	-5	-7	0	0	6	5	0	-5	5	-8	-7	-5	-4	0	-6	-5	5	0	-9
HDAC7	PROTEIN	-5	-7	-6	-5	-7	3	0	-4	3	-7	-5	-5	0	0	-6	-11	-11	9	0	0	-8	5	12	0	3	-4	4	0	0	6	8	4	0	-5	-5	10	0	-10	-5	0	-4	-3	0	-5	-4	-5	-9	-6	0	0	-3	3	-7	-6	0	-4	-4	-4	0	3	-5	-8	-4	-8	-7	0	-6	-6	-6	0	4	0	-4	-5	-7	-6	-5	-5	-6	0	0	-5	-5	0	-5	-5	-7	-6	-5	-3	0	5	5	-5	0	-8
HIPK2	PROTEIN	-5	6	-6	5	-7	-3	0	-4	2	-7	-5	-5	0	0	-6	10	10	8	0	0	8	-5	-12	0	-3	-4	-4	0	0	-6	-8	-4	0	-5	-5	-10	0	-10	-5	0	4	-3	0	-5	3	-5	-9	-6	0	0	4	-4	-7	-6	0	4	-4	-5	0	-4	-4	-8	5	7	6	0	6	6	6	0	-4	0	-4	-5	-7	-6	4	5	6	0	0	-5	-5	0	4	-5	-7	6	-5	4	0	-5	5	-5	0	8
HSF1	PROTEIN	-5	6	-6	4	-7	-4	0	-4	-3	6	-4	5	0	0	5	10	10	-9	0	0	7	-5	-13	0	-4	3	-4	0	0	-7	-9	5	0	-4	-4	-11	0	-9	-5	0	-3	-3	0	-5	-2	-5	-8	-6	0	0	4	2	6	5	0	3	3	-3	0	2	4	-8	5	7	6	0	5	5	6	0	-3	0	-5	-4	-6	5	4	-5	6	0	0	-5	-5	0	3	4	6	-5	5	4	0	-5	-5	5	0	8
IRF9	PROTEIN	5	-8	-6	-6	-7	-5	0	-5	-4	-7	-5	-6	0	0	-6	-12	-12	-10	0	0	-8	-5	-14	0	-5	4	-4	0	0	-7	-9	-6	0	-5	5	-12	0	-10	-6	0	-5	-4	0	-6	4	-6	9	6	0	0	-5	4	-8	-7	0	-5	4	-5	0	4	-5	-8	-5	-9	-8	0	-6	-6	-6	0	-5	0	-6	-5	7	6	-6	-5	-6	0	0	-6	-6	0	5	-6	-7	-7	-5	-4	0	-5	5	-5	0	-8
JUNB	PROTEIN	5	-7	-7	-5	-8	-4	0	-5	3	6	-6	5	0	0	-6	-11	-11	9	0	0	7	5	13	0	-4	3	4	0	0	6	8	-6	0	3	3	11	0	-8	5	0	-5	3	0	5	2	5	8	-5	0	0	-4	2	-7	-6	0	-4	-4	-5	0	4	4	-9	4	-8	-7	0	5	5	5	0	4	0	4	3	5	5	-5	4	5	0	0	5	5	0	-5	-5	-7	-7	4	3	0	5	-4	4	0	7
KLF10	PROTEIN	5	-7	-7	-5	-8	-5	0	5	-4	-6	6	-5	0	0	-7	-11	-11	-10	0	0	-7	-5	-13	0	-5	-4	-4	0	0	-6	-8	-7	0	-5	-5	-11	0	10	-7	0	-5	-5	0	-5	-4	-7	-9	5	0	0	-4	-5	-7	6	0	-4	-5	-5	0	-5	-4	-9	-4	-8	-7	0	-5	-5	-5	0	4	0	-5	-4	-7	6	-5	-4	-5	0	0	-7	-5	0	-5	-5	-8	-7	-4	-3	0	-5	4	-4	0	-7
KLF16	PROTEIN	-5	-8	-7	-6	-8	-5	0	-5	-4	-7	-7	6	0	0	-7	-12	-12	-10	0	0	-9	-5	-14	0	-5	-5	-5	0	0	7	9	-7	0	5	-6	-12	0	-11	-7	0	-5	-5	0	-6	-5	-7	-9	-7	0	0	-5	5	-8	-7	0	-6	5	-5	0	5	-6	-9	-6	-9	-8	0	-7	-7	7	0	-6	0	-6	-6	-8	-6	-6	-5	7	0	0	-7	-6	0	-6	-6	-8	-7	5	-5	0	-6	-5	5	0	9
KLF2	PROTEIN	5	-7	-7	-6	-8	4	0	-2	-3	-7	-5	-6	0	0	-6	-11	-11	-9	0	0	-8	5	-13	0	4	-5	-5	0	0	-7	-9	-7	0	4	4	-11	0	-9	-4	0	3	-2	0	-3	3	-4	-8	-6	0	0	4	-4	-7	-7	0	-3	-5	-5	0	4	-5	-9	-4	-8	-7	0	6	6	6	0	3	0	-5	4	6	-4	-5	5	6	0	0	-4	-3	0	-5	-6	6	5	-5	-3	0	-6	-5	-5	0	8
LCOR	PROTEIN	5	-8	7	6	8	-5	0	5	-4	7	-7	-6	0	0	7	-12	-12	-10	0	0	-9	5	14	0	-5	-5	5	0	0	-7	-9	-7	0	-5	-6	12	0	-11	-7	0	-5	-5	0	6	-5	-7	9	7	0	0	5	-5	-8	-7	0	-6	-5	5	0	-5	-6	9	-6	-9	-8	0	-7	-7	-7	0	-6	0	-6	-6	-8	6	-6	5	-7	0	0	-7	6	0	-6	6	8	-7	-5	-5	0	6	5	-5	0	-9
NCOA1	PROTEIN	5	-8	7	6	8	-5	0	5	-4	7	-7	-6	0	0	7	-12	-12	-10	0	0	-9	5	14	0	-5	-5	5	0	0	-7	-9	-7	0	-5	-6	12	0	-11	-7	0	-5	-5	0	6	-5	-7	9	7	0	0	5	-5	-8	-7	0	-6	-5	5	0	-5	-6	9	-6	-9	-8	0	-7	-7	-7	0	-6	0	-6	-6	-8	6	-6	5	-7	0	0	-7	6	0	-6	6	8	-7	-5	-5	0	6	5	-5	0	-9
NELFCD	PROTEIN	-4	-7	-7	-6	-8	-5	0	4	-4	-7	-6	-4	0	0	-6	-11	-11	-10	0	0	-9	-5	-14	0	-5	-4	-5	0	0	-7	-9	-7	0	-4	-4	-12	0	9	-5	0	-5	-3	0	5	-3	-5	-9	5	0	0	-5	-5	-7	-7	0	-5	-4	5	0	-5	-5	-9	5	-8	-7	0	-7	-7	-7	0	-5	0	-3	-4	-6	-6	-5	5	-7	0	0	-5	5	0	5	-4	-7	-7	-5	4	0	-6	5	-5	0	-9
NFIA	PROTEIN	-5	-8	-7	-6	-8	-5	0	-5	-4	-7	-7	6	0	0	-7	-12	-12	-10	0	0	-9	-5	-14	0	-5	-5	-5	0	0	7	9	-7	0	5	-6	-12	0	-11	-7	0	-5	-5	0	-6	-5	-7	-9	-7	0	0	-5	5	-8	-7	0	-6	5	-5	0	5	-6	-9	-6	-9	-8	0	-7	-7	7	0	-6	0	-6	-6	-8	-6	-6	-5	7	0	0	-7	-6	0	-6	-6	-8	-7	5	-5	0	-6	-5	5	0	9
NFIB	PROTEIN	5	-8	7	6	8	-5	0	5	-4	7	-7	-6	0	0	7	-12	-12	-10	0	0	-9	5	14	0	-5	-5	5	0	0	-7	-9	-7	0	-5	-6	12	0	-11	-7	0	-5	-5	0	6	-5	-7	9	7	0	0	5	-5	-8	-7	0	-6	-5	5	0	-5	-6	9	-6	-9	-8	0	-7	-7	-7	0	-6	0	-6	-6	-8	6	-6	5	-7	0	0	-7	6	0	-6	6	8	-7	-5	-5	0	6	5	-5	0	-9
NFIX	PROTEIN	-5	-8	-7	-6	-8	-5	0	-5	-4	-7	-7	6	0	0	-7	-12	-12	-10	0	0	-9	-5	-14	0	-5	-5	-5	0	0	7	9	-7	0	5	-6	-12	0	-11	-7	0	-5	-5	0	-6	-5	-7	-9	-7	0	0	-5	5	-8	-7	0	-6	5	-5	0	5	-6	-9	-6	-9	-8	0	-7	-7	7	0	-6	0	-6	-6	-8	-6	-6	-5	7	0	0	-7	-6	0	-6	-6	-8	-7	5	-5	0	-6	-5	5	0	9
NPM1	PROTEIN	5	-7	6	-6	7	4	0	-4	-3	7	5	-6	0	0	-7	-11	-11	-9	0	0	-9	5	-14	0	4	3	5	0	0	-7	-9	-7	0	-5	5	-12	0	-10	-6	0	-5	-4	0	-5	-4	-6	-9	6	0	0	-4	4	-8	-7	0	-5	3	-5	0	4	-5	8	-5	-8	-7	0	-7	-7	-7	0	-5	0	-5	5	7	-5	-5	5	-7	0	0	-6	-5	0	-5	-5	-8	-7	-5	-4	0	6	5	-5	0	-9
PARP1	PROTEIN	-5	6	-6	4	-7	-4	0	3	-3	6	-4	-5	0	0	5	10	10	-9	0	0	7	4	-13	0	-4	3	3	0	0	-7	-9	5	0	-4	-4	-11	0	-9	4	0	-2	2	0	4	2	4	-8	5	0	0	4	3	6	5	0	3	3	-4	0	3	3	-8	5	7	6	0	5	5	6	0	-3	0	-5	-4	6	-5	4	-5	6	0	0	4	4	0	3	-4	-6	-4	-5	4	0	4	-5	-5	0	8
POU5F1	PROTEIN	-5	7	6	-6	7	-5	0	-4	-4	-7	-5	-6	0	0	-7	10	10	-10	0	0	8	-5	-14	0	-5	-4	-5	0	0	7	9	-7	0	4	4	-12	0	-9	-6	0	-4	-4	0	-5	-3	-6	-9	6	0	0	-5	-4	6	-7	0	-5	-4	-5	0	-4	5	8	-6	7	6	0	-7	-7	-7	0	5	0	5	4	6	-4	5	-4	-7	0	0	-6	-4	0	-5	-5	-8	-6	5	-5	0	-6	-5	5	0	-9
PTMA	PROTEIN	5	-8	7	6	8	-5	0	5	-4	7	-7	-6	0	0	7	-12	-12	-10	0	0	-9	5	14	0	-5	-5	5	0	0	-7	-9	-7	0	-5	-6	12	0	-11	-7	0	-5	-5	0	6	-5	-7	9	7	0	0	5	-5	-8	-7	0	-6	-5	5	0	-5	-6	9	-6	-9	-8	0	-7	-7	-7	0	-6	0	-6	-6	-8	6	-6	5	-7	0	0	-7	6	0	-6	6	8	-7	-5	-5	0	6	5	-5	0	-9
RARA	PROTEIN	3	6	6	-5	7	-4	0	4	3	7	4	-6	0	0	-6	9	9	9	0	0	7	5	-14	0	-4	-4	4	0	0	-7	-9	6	0	-5	-5	-12	0	-10	5	0	-4	3	0	5	3	5	-9	-6	0	0	4	4	5	-6	0	4	-4	-5	0	4	4	8	-6	6	5	0	-6	-6	-7	0	-4	0	-5	-5	-7	-6	4	3	-7	0	0	5	5	0	4	-5	-7	-6	-5	-5	0	5	-5	-5	0	-9
SIRT1	PROTEIN	-4	-6	-6	-5	-7	3	0	-2	-2	6	-3	-4	0	0	-6	-10	-10	-8	0	0	-8	-4	12	0	3	-4	-3	0	0	6	8	4	0	-4	-4	10	0	9	-4	0	-3	-2	0	-3	-3	-4	-8	5	0	0	-3	2	-6	-6	0	-3	-4	-3	0	2	4	-8	-4	-7	-6	0	-6	-6	-6	0	3	0	-3	-4	-6	-4	-4	-5	-6	0	0	-4	-3	0	-4	-4	6	-5	-5	-3	0	-4	-5	-5	0	-8
SIRT2	PROTEIN	-5	-8	-7	-6	-8	-5	0	-5	-4	-7	-7	6	0	0	-7	-12	-12	-10	0	0	-9	-5	-14	0	-5	-5	-5	0	0	7	9	-7	0	5	-6	-12	0	-11	-7	0	-5	-5	0	-6	-5	-7	-9	-7	0	0	-5	5	-8	-7	0	5	-5	-5	0	5	-6	-9	-6	-9	-8	0	-7	-7	7	0	-5	0	-6	-6	-8	-6	-6	-5	7	0	0	-7	-6	0	-6	-6	-8	-7	5	-5	0	-6	-5	5	0	9
SOX6	PROTEIN	-4	6	-6	5	-7	-3	0	-4	2	-7	-5	-4	0	0	-6	10	10	8	0	0	8	-5	13	0	-3	-4	-4	0	0	-7	-9	-6	0	-4	-4	11	0	9	-5	0	4	-3	0	-5	-3	-5	-9	5	0	0	4	-4	-7	-6	0	4	-4	-5	0	-4	-4	-8	5	7	6	0	6	6	6	0	-4	0	-3	-4	-6	-6	4	5	6	0	0	-5	-5	0	4	-4	-7	6	-5	4	0	-5	5	-5	0	8
TAF4	PROTEIN	5	-8	7	6	8	-5	0	5	-4	7	-7	-6	0	0	7	-12	-12	-10	0	0	-9	5	14	0	-5	-5	5	0	0	-7	-9	-7	0	-5	-6	12	0	-11	-7	0	-5	-5	0	6	-5	-7	9	7	0	0	5	-5	-8	-7	0	-6	-5	5	0	-5	-6	9	-6	-9	-8	0	-7	-7	-7	0	-6	0	-6	-6	-8	6	-6	5	-7	0	0	-7	6	0	-6	6	8	-7	-5	-5	0	6	5	-5	0	-9
TAF5	PROTEIN	5	-8	7	6	8	-5	0	5	-4	7	-7	-6	0	0	7	-12	-12	-10	0	0	-9	5	14	0	-5	-5	5	0	0	-7	-9	-7	0	-5	-6	12	0	-11	-7	0	-5	-5	0	6	-5	-7	9	7	0	0	5	-5	-8	-7	0	-6	-5	5	0	-5	-6	9	-6	-9	-8	0	-7	-7	-7	0	-6	0	-6	-6	-8	6	-6	5	-7	0	0	-7	6	0	-6	6	8	-7	-5	-5	0	6	5	-5	0	-9
TBX2	PROTEIN	-5	-8	-7	-6	-8	-5	0	-5	-4	-7	-7	6	0	0	-7	-12	-12	-10	0	0	-9	-5	-14	0	-5	-5	-5	0	0	7	9	-7	0	5	-6	-12	0	-11	-7	0	-5	-5	0	-6	-5	-7	-9	-7	0	0	-5	5	-8	-7	0	-6	5	-5	0	5	-6	-9	-6	-9	-8	0	-7	-7	7	0	-6	0	-6	-6	-8	-6	-6	-5	7	0	0	-7	-6	0	-6	-6	-8	-7	5	-5	0	-6	-5	5	0	9
TBX3	PROTEIN	-5	-8	-7	-6	-8	-5	0	-5	-4	-7	-7	6	0	0	-7	-12	-12	-10	0	0	-9	-5	-14	0	-5	-5	-5	0	0	7	9	-7	0	5	-6	-12	0	-11	-7	0	-5	-5	0	-6	-5	-7	-9	-7	0	0	-5	5	-8	-7	0	-6	5	-5	0	5	-6	-9	-6	-9	-8	0	-7	-7	7	0	-6	0	-6	-6	-8	-6	-6	-5	7	0	0	-7	-6	0	-6	-6	-8	-7	5	-5	0	-6	-5	5	0	9
TFAP2C	PROTEIN	-5	-7	6	-6	7	4	0	4	-3	-7	-5	-5	0	0	-6	-11	-11	-9	0	0	8	-5	-14	0	4	4	-5	0	0	7	9	-7	0	-5	-5	-12	0	-10	5	0	-4	3	0	5	-4	5	-9	-6	0	0	3	4	-7	-7	0	3	4	-5	0	4	5	8	5	-8	-7	0	6	6	6	0	-3	0	-4	-5	-7	-6	-5	-5	6	0	0	5	5	0	-5	-5	-7	-6	5	4	0	-6	-5	5	0	8
TFAP4	PROTEIN	5	7	7	6	8	-5	0	5	-4	7	-7	-6	0	0	7	11	11	-10	0	0	-9	5	14	0	-5	-5	5	0	0	-7	-9	-7	0	-5	-6	12	0	-11	-7	0	-5	-5	0	6	2	-7	9	7	0	0	5	3	-8	6	0	5	-5	-4	0	3	-6	9	-6	8	7	0	-7	-7	-7	0	-5	0	-6	-6	-8	6	5	5	-7	0	0	-7	6	0	-6	6	8	-7	-5	-5	0	6	5	-5	0	-9
TSC22D3	PROTEIN	-5	-8	-7	-6	-8	4	0	-4	-4	-7	-6	6	0	0	-7	-12	-12	-10	0	0	-9	-5	-14	0	4	-4	-5	0	0	7	9	6	0	-5	-5	-12	0	10	-6	0	-5	-4	0	-5	-3	-6	-9	-7	0	0	-5	4	-8	-7	0	-5	-4	-5	0	4	-6	-9	-6	-9	-8	0	-7	-7	7	0	5	0	-5	-5	-7	-6	-6	-5	7	0	0	-6	-5	0	-5	-6	-8	-7	5	-5	0	-6	-5	5	0	9
VDR	PROTEIN	5	-7	5	-5	6	-5	0	-5	-4	-6	-6	-5	0	0	-6	-11	-11	-10	0	0	-7	-5	-13	0	-5	2	-4	0	0	-6	-8	-6	0	4	4	-11	0	10	-4	0	2	-2	0	-4	-2	-4	-8	5	0	0	4	-4	-7	-6	0	-5	2	-5	0	-5	-4	7	-4	-8	-7	0	-5	-5	-5	0	-5	0	5	-4	-7	-6	-5	-4	-5	0	0	-4	-4	0	-5	-5	6	4	-4	-3	0	-5	4	-4	0	-7
ZBTB17	PROTEIN	-5	-8	-7	-6	-8	-5	0	-5	-4	-7	-7	6	0	0	-7	-12	-12	-10	0	0	-9	-5	-14	0	-5	-5	-5	0	0	7	9	-7	0	5	-6	-12	0	-11	-7	0	-5	-5	0	-6	-5	-7	-9	-7	0	0	-5	5	-8	-7	0	-6	5	-5	0	5	-6	-9	-6	-9	-8	0	-7	-7	7	0	-6	0	-6	-6	-8	-6	-6	-5	7	0	0	-7	-6	0	-6	-6	-8	-7	5	-5	0	-6	-5	5	0	9
ZBTB2	PROTEIN	-5	-6	6	-5	7	3	0	-4	-2	-7	5	5	0	0	6	-10	-10	-8	0	0	-8	-5	-13	0	3	4	4	0	0	-7	-9	6	0	5	5	-11	0	-10	5	0	-4	3	0	-5	-3	5	-9	6	0	0	-4	-4	-7	-6	0	-4	4	-5	0	-4	4	8	-5	-7	-6	0	-6	-6	-6	0	4	0	-4	-5	7	-6	-4	-5	-6	0	0	5	-5	0	-4	-5	-7	-6	-5	-4	0	5	-5	-5	0	-8
ZBTB5	PROTEIN	-5	-8	-7	-6	-8	-5	0	-5	-4	-7	-7	6	0	0	-7	-12	-12	-10	0	0	-9	-5	-14	0	-5	-5	-5	0	0	7	9	-7	0	5	-6	-12	0	-11	-7	0	-5	-5	0	-6	-5	-7	-9	-7	0	0	-5	5	-8	-7	0	-6	5	-5	0	5	-6	-9	-6	-9	-8	0	-7	-7	7	0	-6	0	-6	-6	-8	-6	-6	-5	7	0	0	-7	-6	0	-6	-6	-8	-7	5	-5	0	-6	-5	5	0	9
ZFHX3	PROTEIN	5	-7	7	6	8	-4	0	5	-4	7	-4	-6	0	0	-6	-11	-11	-10	0	0	-8	5	-14	0	-4	-5	-4	0	0	-7	-9	-7	0	-5	-6	-12	0	-11	-5	0	4	-3	0	-6	-4	-5	-9	6	0	0	-5	-4	7	6	0	5	-5	5	0	-5	-6	9	-6	-8	-7	0	-6	-6	-6	0	-5	0	-6	-5	-8	-6	-5	-5	-6	0	0	-5	-6	0	5	5	-7	6	-5	-5	0	-5	5	-5	0	-8
ZNF300	PROTEIN	-5	-7	5	-6	6	-4	0	-5	3	-7	-5	5	0	0	-6	-10	-10	9	0	0	-8	-5	-13	0	-4	2	-5	0	0	-7	-9	-7	0	-5	-5	-11	0	-10	4	0	4	2	0	-6	2	4	-8	-6	0	0	4	-4	-6	-7	0	-5	2	-5	0	-5	-5	7	-6	-7	-6	0	-7	-7	-7	0	-5	0	-5	-5	-7	-5	-5	4	-7	0	0	4	-5	0	5	-6	-6	6	5	-5	0	-6	-5	-5	0	-9
ZNF76	PROTEIN	-5	-8	-7	-6	-8	-5	0	-5	-4	-7	-7	6	0	0	-7	-12	-12	-10	0	0	-9	-5	-14	0	-5	-5	-5	0	0	7	9	-7	0	5	-6	-12	0	-11	-7	0	-5	-5	0	-6	-5	-7	-9	-7	0	0	-5	5	-8	-7	0	-6	5	-5	0	5	-6	-9	-6	-9	-8	0	-7	-7	7	0	-6	0	-6	-6	-8	-6	-6	-5	7	0	0	-7	-6	0	-6	-6	-8	-7	5	-5	0	-6	-5	5	0	9
NANOG	PROTEIN	5	6	5	5	6	-5	0	-3	-4	7	-5	5	0	0	6	10	10	-10	0	0	8	5	-14	0	-5	-4	-5	0	0	-8	-10	-7	0	4	4	-12	0	-9	-5	0	-4	-3	0	-4	3	-5	-9	6	0	0	-5	-4	6	-7	0	-4	-4	5	0	-4	5	7	-5	7	6	0	-7	-7	-7	0	4	0	4	4	6	-4	4	-5	-7	0	0	-5	-4	0	-5	-5	7	-6	5	-4	0	-6	-5	5	0	-9
CEBPA	PROTEIN	-5	5	-6	-5	-7	3	0	-5	-3	6	-5	4	0	0	4	9	9	-9	0	0	-8	4	-12	0	3	3	3	0	0	5	7	5	0	-4	-4	-10	0	-9	-4	0	-2	-2	0	4	2	-4	-7	-6	0	0	-4	3	6	5	0	4	3	-4	0	3	-5	-8	5	6	5	0	-6	-6	6	0	-4	0	-5	-4	6	-5	3	-5	6	0	0	-4	4	0	-5	-5	5	-4	4	4	0	4	-4	4	0	8
GATA1	PROTEIN	-5	-5	-6	-5	-7	-4	0	-5	-4	-7	-4	-5	0	0	-4	8	8	-10	0	0	6	-5	13	0	-4	-4	-4	0	0	-6	-8	-6	0	-5	-5	11	0	-10	-5	0	-3	-3	0	-5	2	-5	8	-6	0	0	-5	-3	4	-6	0	4	-4	-4	0	-3	-5	-8	-5	5	4	0	-6	-6	-6	0	-4	0	-5	-5	-7	4	-3	-5	-6	0	0	-5	4	0	4	-5	-5	-5	-5	-4	0	-5	5	-5	0	-8
HNRNPK	PROTEIN	-5	-6	-6	-5	-7	-3	0	-4	2	-7	-5	-5	0	0	-6	-10	-10	8	0	0	-8	-5	13	0	-3	-3	-4	0	0	-7	-9	-6	0	-4	-4	11	0	9	-5	0	3	-3	0	-5	-3	-5	-9	-6	0	0	4	-3	-6	-6	0	-4	-3	4	0	-3	-4	-8	-5	-7	-6	0	-6	-6	-6	0	-4	0	-4	-4	-6	-5	-4	-5	-6	0	0	-5	-5	0	-4	-5	-7	5	-5	-4	0	-5	5	-5	0	-8
CEBPE	PROTEIN	-5	-5	6	-5	7	-4	0	-5	-3	-7	-5	-5	0	0	-4	-9	-9	-9	0	0	-7	-5	-13	0	-4	-4	5	0	0	-7	-9	-6	0	-5	-5	-11	0	-10	-4	0	-4	-2	0	-6	-3	-4	-8	6	0	0	3	-3	-5	-6	0	3	-4	4	0	-3	-5	8	-5	-6	-5	0	-6	-6	-7	0	-3	0	4	-5	-7	-5	-3	-6	-7	0	0	-4	-5	0	-5	-5	-5	-6	-5	-4	0	6	-5	-5	0	-9
PTX3	PROTEIN	-7	-8	-7	-7	-8	-2	0	-7	-6	-8	5	-7	0	0	-8	-12	-12	-12	0	0	-9	-6	-15	0	-2	-5	-5	0	0	-8	-10	-9	0	-7	-7	-13	0	12	-9	0	7	-7	0	-7	-5	-9	-11	7	0	0	-6	-7	8	8	0	6	-7	-6	0	-7	-6	-9	-6	-9	-8	0	-7	-7	-7	0	-6	0	-6	-6	-9	-9	-6	-6	-7	0	0	-9	-7	0	-7	6	-9	9	-6	-5	0	-6	6	-6	0	-9
CFH	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEDD	PROTEIN	-6	-8	7	6	8	-5	0	-6	-4	8	-6	-6	0	0	7	-12	-12	-10	0	0	9	-6	-14	0	-5	4	5	0	0	-8	-10	-7	0	6	6	-12	0	-11	-7	0	-5	-5	0	-7	-5	-7	-9	6	0	0	-5	5	8	7	0	5	4	-6	0	5	4	9	6	-9	-8	0	7	7	-8	0	-5	0	-6	-6	8	7	-6	6	-8	0	0	-7	-7	0	-6	-5	8	-7	-6	5	0	6	-6	-6	0	-10
IRF8	PROTEIN	4	-7	-5	5	-6	-4	0	-5	3	7	5	-6	0	0	3	-11	-11	9	0	0	-8	-6	-13	0	-4	-3	-4	0	0	7	9	-7	0	4	4	-11	0	-9	-4	0	2	-2	0	-4	-2	-4	-8	6	0	0	-4	4	-7	6	0	-4	-3	-5	0	4	4	-7	4	-8	-7	0	6	6	6	0	4	0	4	4	6	-6	-5	-4	6	0	0	-4	-4	0	4	-5	4	4	5	3	0	-5	-5	5	0	8
