Symbol	Inflammation_1_v_Control	Inflammation_1_v_Control_pvalue	Inflammation_2_v_Control	Inflammation_2_v_Control_pvalue
TMA16	0.04922269	0.784	0.14263708	0.515
UTS2	0.14118195	0.784	0.02096117	0.977
EMC1-AS1	0.05346208	0.784	-0.04923844	0.816
PALMD	0.05590177	0.784	0.06268218	0.74
SERTAD4	0.25952589	0.784		
CCDC138	-0.05215544	0.784	-0.20768622	0.345
NISCH	-0.04861813	0.784	-0.15228126	0.372
AHRR	0.06055454	0.784	0.1846331	0.523
ME3	-0.04993506	0.784	-0.03394652	0.902
LOC107984740	0.14059568	0.784	-0.43271802	0.362
KARS1	0.03385451	0.784	0.1120981	0.356
KRI1	0.04994615	0.784	-0.00130389	0.995
FUS	0.06795787	0.784	0.16464264	0.545
CLN5	-0.03945572	0.784	-0.03529306	0.823
RDH10	-0.04333374	0.784	-0.15647398	0.419
LOC100129316	-0.13960101	0.784	-0.67223756	0.139
LOC105373592	-0.22688324	0.784		
LARP1	0.03939192	0.784	-0.01400422	0.938
LOC107984591	-0.15289066	0.784	-0.10892615	0.839
SP2-AS1	-0.05785301	0.784	-0.04793813	0.861
LYL1	0.081238	0.784	0.24612794	0.367
NFXL1	-0.04788561	0.784	-0.00963029	0.96
PDZK1	0.04457551	0.784	0.05112951	0.756
GPR137B	0.05812959	0.784	0.10492745	0.658
DCAKD	0.03377055	0.784	0.00686381	0.981
LOC112268246	0.0923113	0.784	0.18761158	0.53
TRNH	0.13864259	0.784	0.00503764	0.993
C3orf70	0.08539519	0.784	-0.02088438	0.956
ACOT11	-0.1840377	0.784	-0.71341575	0.0851
OTULIN	-0.03142275	0.784	-0.13310374	0.269
ZNF14	0.08219471	0.784	0.3807803	0.275
MIR3605	0.07504366	0.784	0.21184833	0.43
SNORD70	-0.14624008	0.785		
LOXL3	0.0442418	0.785	0.20347124	0.378
ITFG2-AS1	-0.06837485	0.785	-0.19096867	0.436
LHX4-AS1	0.06468013	0.785	-0.02248167	0.948
RPS10P7	0.07612904	0.785	-0.06660482	0.835
CEP68	-0.03538394	0.785	-0.0325185	0.765
FAM111A	0.05612743	0.785	0.0818171	0.558
PYGL	0.05226592	0.785	0.0007565	0.998
TMEM38A	0.06025648	0.785	-0.03555389	0.92
BLCAP	-0.0433137	0.785	-0.06221518	0.759
LOC102723464	-0.16064694	0.785		
HSD17B1	-0.05714174	0.785	-0.08014463	0.737
PQBP1	0.04687241	0.785	0.07187024	0.7
VIP	-0.11047346	0.785	-0.150246	0.723
CRB3	0.07298262	0.785	0.03504217	0.898
LOC112268199	-0.09731083	0.785	-0.17698291	0.562
STAMBP	0.02279283	0.785	0.04585378	0.654
ZNF681	0.11418568	0.785	0.57276153	0.129
EBF3-AS1	0.24883241	0.785		
TECPR2	-0.03311176	0.785	0.00316775	0.986
LOC105375805	-0.1111773	0.785	-0.30971494	0.42
AP4B1	0.04200241	0.785	0.16242455	0.206
FNDC3B	0.05204653	0.785	0.13745303	0.493
DELE1	0.02693298	0.785	-0.01344966	0.893
TUBB	-0.06015475	0.785	-0.06661958	0.822
LOC105375692	-0.04784279	0.785	-0.25861037	0.469
DET1	-0.04638153	0.785	-0.1242545	0.274
TSPOAP1-AS1	0.04735342	0.785	0.16158642	0.35
CEACAM1	-0.06336398	0.785	0.04520875	0.873
EP300-AS1	0.1145015	0.785	-0.37574863	0.37
ANKRD18DP	-0.23129291	0.786	-0.52077577	0.476
LOC102724379	-0.16477236	0.786	-0.90875942	0.0758
LOC107986798	0.1065105	0.786	0.50518183	0.128
LOC105372069	-0.08965852	0.786	-0.41755192	0.288
PLVAP	-0.13734835	0.786	0.84322161	0.203
WDR17	-0.09299262	0.786	0.02742618	0.951
LCN12	-0.06998651	0.786	-0.21119052	0.466
FAM114A1	0.04300866	0.786	0.07641897	0.597
LINC02139	-0.12985236	0.786		
C4orf36	-0.10921842	0.786	-0.04627274	0.916
SAP30	0.06396122	0.786	0.20178704	0.389
STON1	-0.08431528	0.786	0.26380782	0.574
LOC107985962	-0.4052088	0.786	-0.88880652	0.426
PALS2	-0.05311186	0.786	-0.08380528	0.649
PRKRIP1	-0.04034065	0.786	0.0343662	0.853
TIGD2	-0.05636059	0.786	-0.20726377	0.445
RFX7	-0.03986403	0.786	-0.05953693	0.579
LOC107986013	0.08109814	0.786	0.04053562	0.877
ARSI	0.14808028	0.787	0.44971828	0.376
THNSL1	-0.04873229	0.787	-0.1474263	0.527
CFAP99	0.18913928	0.787		
TCTN2	-0.0897121	0.787	0.36539672	0.338
RAB30	0.045967	0.787	-0.08105469	0.547
PARD6A	0.09555991	0.787	0.06588848	0.873
NEDD4L	0.07128105	0.787	0.15471597	0.578
XCL1	0.20323784	0.787	0.35290263	0.454
LINC00540	0.44914605	0.787		
NLGN3	0.08829691	0.787	0.05360066	0.901
CNN2	0.06988719	0.787	0.4234632	0.207
RAI2	0.11013988	0.787	0.43953495	0.285
LOC101928237	-0.1173435	0.787	-0.12297029	0.785
PHLDB1	0.08134183	0.787	0.36600889	0.374
NFE2L2	-0.05496285	0.787	0.08146654	0.739
HLA-C	0.09826467	0.787	0.05528148	0.87
SNHG15	-0.08116796	0.787	0.09374592	0.78
KRTAP5-AS1	0.31801153	0.788		
MESP1	0.16888588	0.788		
OGG1	0.05906971	0.788	-0.02281302	0.921
RPUSD3	0.04462068	0.788	0.02181935	0.915
SLC45A2	-0.11765944	0.788	0.06995945	0.904
LOC107986651	-0.1612991	0.788		
LOC112268090	-0.16890834	0.788	-0.53528712	0.339
WBP11	-0.02308809	0.788	-0.07913835	0.276
CDK2	0.0433822	0.788	0.08758491	0.629
FLYWCH2	0.10634262	0.788	0.04606419	0.918
LOC105376839	-0.79046614	0.788		
SIGLEC8	0.18328451	0.788	0.80803785	0.179
TFIP11	0.02963255	0.788	0.08202018	0.393
MEF2D	0.06499527	0.788	0.06820528	0.751
TERLR1	-0.18339627	0.788	-0.35406323	0.576
PHAF1	-0.03711767	0.788	-0.15435309	0.181
LOC101929130	0.05880812	0.788	0.12628613	0.551
ANKRD61	0.07364919	0.788	0.08769288	0.735
LRP5	-0.05644127	0.788	-0.20183961	0.311
PCDHGB4	-0.10951379	0.788	-0.26710843	0.4
NLRX1	0.04647155	0.788	0.05963625	0.751
BICC1	0.1559931	0.788	1.55503434	0.0761
DNAAF1	0.09029627	0.788	0.13050069	0.668
CHERP	-0.07608041	0.788	-0.05569713	0.87
CD99L2	0.04688337	0.788	0.03935986	0.861
PHACTR4	-0.03222485	0.788	-0.143801	0.273
LOC112268006	0.04994868	0.788	0.04915835	0.813
POU5F1P5	-0.0805546	0.788	-0.00055337	0.998
ZBED1	0.03736835	0.788	-0.02988657	0.866
ZEB2	0.0481951	0.788	0.23286696	0.376
SCAF8	-0.02355825	0.788	-0.06047121	0.506
ZNF416	-0.04376228	0.788	-0.01351557	0.955
FAM183A	0.41216065	0.789		
LOC105374482	-0.1905202	0.789		
ROGDI	0.05847748	0.789	0.04717921	0.904
FASN	0.1658289	0.789	-0.21283568	0.741
PTOV1	0.04391663	0.789	-0.0282605	0.888
TNFRSF19	-0.15208538	0.789	0.33137724	0.625
PAAF1	-0.03860572	0.789	-0.13282021	0.231
TSPYL2	0.06392567	0.789	-0.01001481	0.96
BRI3	0.07808437	0.789	0.0838948	0.722
ZSCAN5A-AS1	0.14556311	0.789		
GPATCH11	-0.03416449	0.789	0.00647678	0.974
NCK2	0.06412123	0.789	0.38230916	0.195
THUMPD3-AS1	0.04190502	0.789	0.02113174	0.926
PCDHB19P	-0.14465441	0.789	-0.02718901	0.97
TPD52L1	-0.04838375	0.789	-0.11889274	0.396
MYO7A	-0.06651606	0.789	-0.07683172	0.749
SLC25A13	-0.03957151	0.789	-0.18698603	0.351
LOC645485	0.20461804	0.789		
LOC105376182	-0.10676293	0.789	-0.28820058	0.372
SEMA3B-AS1	0.15473313	0.789		
PRDM11	-0.05827219	0.789	-0.08108847	0.716
SPC25	-0.10857933	0.789	0.02361546	0.97
PI16	0.47843004	0.789		
ABCB10	0.04373325	0.79	-0.06702357	0.546
MIR302CHG	-0.03962539	0.79	0.02664879	0.886
GNAO1-DT	-0.06359036	0.79	-0.28626445	0.324
PVR	0.05897657	0.79	0.07713435	0.767
BTLA	0.1282397	0.79	0.54478434	0.178
LOC101928861	0.08710915	0.79	0.21632823	0.385
TMIE	-0.13552071	0.79	-0.36438945	0.49
AFF4	0.05821771	0.79	-0.04466964	0.839
FRMPD1	0.16519738	0.79	0.49716631	0.229
LOC107984126	-0.07053891	0.79	-0.27322726	0.274
CXCR2P1	0.11708773	0.79	0.05257119	0.924
C2orf74-AS1	-0.16555755	0.79	-0.61138854	0.193
PBXIP1	-0.05689986	0.79	-0.06976441	0.688
CAVIN2	0.05588434	0.79	0.03031807	0.907
NR1D2	0.07639642	0.79	-0.12609721	0.736
DALRD3	0.03672171	0.79	0.10499414	0.474
KLHL24	-0.04713823	0.79	-0.15172294	0.338
H4C4	0.09371085	0.79	0.31678503	0.191
LOC102724851	-0.1150442	0.79	-0.31271706	0.341
LOC101926915	0.20717139	0.79	0.46113753	0.451
FAM225B	0.1675632	0.79		
HABP2	-0.0505909	0.79	-0.09919514	0.612
LRRC27	-0.05403401	0.79	0.09954834	0.7
TUBGCP2	-0.0305787	0.79	-0.09511711	0.516
TNKS1BP1	0.06115324	0.79	-0.02947197	0.903
ROBO3	-0.11221317	0.79	-0.19793988	0.624
AQR	0.02233855	0.79	0.04492393	0.535
RPLP1	0.10310433	0.79	0.23896917	0.378
CCM2L	0.0804133	0.79	0.32868521	0.206
DGCR9	0.16334177	0.79		
PPP1R3F	0.056259	0.79	0.06885569	0.782
PICALM	-0.02109233	0.79	0.00238382	0.986
LINC02340	-0.13566035	0.79	-0.23266925	0.649
TMEM167B	0.03285586	0.79	0.00156094	0.992
HSPA1B	-0.09096763	0.79	-0.0526918	0.899
PANDAR	0.08179174	0.79	0.03464252	0.93
LOC107987267	-0.14547257	0.79	-0.28968656	0.447
UBR7	0.02609124	0.79	0.07161979	0.411
LOC105377265	0.16174485	0.79	0.3818295	0.546
LOC107985064	0.10440831	0.791	0.1400782	0.802
SEC1P	0.16091284	0.791		
NMRAL1	-0.07694312	0.791	-0.23237494	0.156
LOC105379499	-0.13509812	0.791	-0.09060942	0.824
ARSA	0.05835841	0.791	0.05405965	0.861
KLHDC7A	-0.09273132	0.791	-0.05662754	0.854
TMEM79	-0.06158727	0.791	-0.20585127	0.338
LINC01191	0.09811209	0.791	0.24991618	0.407
RPA3	0.07550701	0.791	0.08231602	0.752
GPAT4	0.05035314	0.791	0.18470285	0.175
PKHD1L1	0.2720782	0.791	-0.53975641	0.48
LOC105370117	-0.13699261	0.791	-0.42160541	0.307
LINC01599	0.1152767	0.791	0.41208319	0.234
RTN4RL1	-0.10764469	0.791	-0.10178777	0.789
PRPSAP2	0.04424069	0.791	0.03736705	0.849
PGAP3	0.04971217	0.791	-0.13192836	0.613
CCNYL6	-0.0883885	0.791	-0.0266293	0.943
INAFM1	-0.08778373	0.791	-0.08020977	0.828
LOC101928055	-0.10042406	0.791	-0.22174599	0.478
PILRA	0.0870377	0.791	0.31902838	0.282
PRSS35	-0.16973616	0.791	0.15016873	0.839
ITPRIPL2	0.03880519	0.791	0.0934925	0.613
PDZK1IP1	0.30211558	0.791	0.63148512	0.494
MIR3142HG	0.11046187	0.791	0.29164201	0.41
CDK13-DT	0.08101098	0.791	-0.06399928	0.851
LINC01138	-0.04351467	0.791	-0.01739364	0.929
PRORSD1P	-0.05398695	0.791	-0.24864137	0.17
SRD5A3	0.08438291	0.791	0.02144464	0.951
FAM86B3P	-0.0930001	0.791	-0.07842308	0.859
KHDRBS3	-0.05106086	0.791	-0.06554335	0.742
GLUD1	-0.05015521	0.791	-0.21727815	0.433
C10orf95	-0.08512201	0.791	-0.17175582	0.653
SNORA53	-0.15437827	0.791	0.02781926	0.967
MEF2B	0.11693985	0.791		
KPTN	-0.06734962	0.791	-0.0203208	0.934
ITM2A	0.13655924	0.791	0.55746607	0.261
LPAR5	0.09467243	0.792	0.42028269	0.27
ADAMTSL4	-0.07419328	0.792	-0.1128126	0.689
SMAD9	0.0533013	0.792	-0.00304127	0.99
PRPF38A	-0.02823328	0.792	-0.03818198	0.809
PKMYT1	-0.14503057	0.792	0.30961663	0.609
CASK	0.04729509	0.792	0.11956854	0.45
ZNF610	-0.11445899	0.792	0.45694092	0.278
SLX1A-SULT1A3	-0.06895567	0.792	-0.17289243	0.504
LOC112267916	0.20796854	0.792	0.57487203	0.366
MED20	0.03175085	0.792	0.11809428	0.298
PLEKHG1	-0.04181296	0.792	0.14196382	0.431
TMPRSS13	0.17451924	0.792		
FOXRED2	-0.06642196	0.792	-0.05217406	0.815
MSH4	-0.15222749	0.792	0.10291441	0.844
LOC105379243	0.08992187	0.792	0.01680263	0.97
SLITRK4	-0.21065998	0.792		
LOC112268186	-0.15025074	0.793		
IPO9-AS1	0.06972494	0.793	0.13585963	0.587
IGKV1-13	0.28131809	0.793		
TRIM41	-0.03986583	0.793	-0.05011956	0.807
STN1	-0.03148491	0.793	0.06182918	0.667
TAS2R20	-0.07925944	0.793	-0.2391686	0.441
LRRN3	-0.04279183	0.793	-0.12385871	0.556
TMEM74B	0.12110547	0.793	-0.02320314	0.951
SLC27A1	-0.05329567	0.793	-0.07493333	0.734
DTHD1	0.14472232	0.793	0.47078359	0.449
ZNF117	0.14973304	0.793	0.04269382	0.928
TMEM91	-0.07904578	0.793	-0.04422421	0.876
GPAT3	-0.11522768	0.793	-0.02711163	0.941
FAM241A	0.07303844	0.793	0.29863538	0.269
TBC1D9	0.04831137	0.793	0.17029579	0.377
ZNF205-AS1	0.0943983	0.793	-0.04018041	0.927
SCARNA28	-0.09358019	0.793	0.15609154	0.692
ANTKMT	0.08553863	0.793	0.09590654	0.807
LOC105376095	-0.10067903	0.793	-0.14711989	0.652
LGI2	-0.21118909	0.793		
PRDM6	0.13299354	0.793	0.44284243	0.494
PALM3	-0.07694896	0.793	-0.30856468	0.223
PDC	-0.0952366	0.794	-0.47215501	0.0589
TTBK1	-0.08167831	0.794	-0.31793661	0.459
PAPPA-AS1	-0.11275993	0.794	0.4206253	0.515
IMPA1P1	-0.20996549	0.794	-0.50195477	0.455
LSP1P4	0.15535167	0.794	0.20729775	0.671
LOC105374997	0.16692292	0.794	0.21696475	0.708
PLIN1	0.16027793	0.794	0.06451867	0.931
MEG3	-0.08261576	0.794	-0.22378274	0.431
C18orf21	0.05375088	0.794	0.09043236	0.651
AMDHD2	-0.05046143	0.794	-0.11155501	0.612
ENSA	0.04079744	0.795	0.00293867	0.988
ASGR1	-0.0441148	0.795	-0.13515095	0.593
ASPHD1	-0.088156	0.795	0.21521417	0.613
LINC01354	-0.15626854	0.795		
DCUN1D5	-0.03834633	0.795	-0.07724442	0.516
ANKRA2	-0.04019625	0.795	-0.03999205	0.836
C1orf109	0.04617464	0.795	0.03466943	0.816
LOC107986674	0.20304437	0.795		
RPS16P5	0.08864556	0.796	-0.06954117	0.761
MPG	-0.07382905	0.796	-0.09741227	0.697
CLDN9	0.14647969	0.796	0.35274258	0.557
GGT6	0.24784499	0.796	0.96826637	0.205
TAFAZZIN	0.04321432	0.796	0.02767414	0.909
LOC107987344	0.38431392	0.796		
CENPO	-0.05153736	0.796	0.05201668	0.8
LINC01773	0.27501903	0.796	0.31913697	0.75
SNORA40B	-0.09680212	0.796	0.01333484	0.977
LOC105376539	-0.06514772	0.796	-0.28534076	0.307
ZFPL1	0.03820679	0.796	0.0653738	0.707
LOC105370852	0.18878899	0.796	-0.03221945	0.976
ACBD4	0.04838516	0.796	-0.03176454	0.927
SIN3A	-0.03525879	0.796	-0.09108776	0.423
ARHGAP24	-0.04922727	0.796	0.23396593	0.389
RFXAP	-0.06871418	0.796	-0.17585605	0.388
PIGBOS1	-0.04241746	0.796	-0.11201471	0.441
SHLD2P1	0.05271488	0.796	-0.11893701	0.665
MOSMO	0.04396024	0.796	0.06615118	0.632
LINC01043	-0.16386106	0.797	-0.32668726	0.667
RPL23P8	-0.08708055	0.797	0.16868303	0.673
LOC105375151	0.12977235	0.797	0.2717673	0.587
XPNPEP3	-0.03315118	0.797	-0.10534335	0.438
TNFSF13B	0.05831934	0.797	0.30297638	0.252
GPBAR1	0.12961704	0.797	0.65667695	0.209
CDHR5	-0.08171256	0.797	-0.16448006	0.7
BMAL1	-0.15946851	0.797	0.07187531	0.927
MYG1	0.04466213	0.797	0.14410649	0.469
CEACAM8	-0.15133531	0.797		
SLC9B2	-0.04761068	0.797	-0.27242129	0.0828
STARD7-AS1	-0.05024913	0.797	-0.16478125	0.285
ARHGAP6	-0.11252881	0.797	0.15337793	0.726
TRNG	0.12497243	0.797	0.09309332	0.857
AP3M2	0.05626166	0.797	0.14574284	0.51
DNAJB14	0.0458626	0.797	0.07642895	0.695
HHEX	0.04932301	0.797	-0.00137596	0.995
COMMD10	-0.0322088	0.797	-0.01430627	0.93
LOC107984139	-0.08709115	0.797	-0.27694905	0.372
NRF1	-0.04211964	0.798	0.05065906	0.728
TEX14	-0.07824455	0.798	-0.20848801	0.422
SWT1	-0.03531249	0.798	-0.06018558	0.697
HSD11B1	0.05926462	0.798	-0.07914186	0.826
LIX1-AS1	0.13447354	0.798	0.41178846	0.458
MSRA-DT	0.10860013	0.798	-0.25690567	0.61
SFRP5	0.19472007	0.798	0.89001253	0.26
ALKBH3	-0.03048846	0.798	-0.09023879	0.533
FBXL19	0.06197067	0.798	0.11372627	0.685
ALKBH7	-0.09623695	0.798	-0.28031844	0.417
GPR4	0.12783741	0.798	0.29225743	0.47
ADAMTS1	-0.09762778	0.798	0.18421089	0.66
ATP5MGL	-0.12934752	0.798		
PHEX	0.19117735	0.798	0.79901337	0.202
PAXIP1	-0.03877201	0.798	-0.10942667	0.426
MYRF	0.10790723	0.798	0.23503258	0.604
LOC107985215	-0.21761524	0.798	-1.61216134	0.00908
TNFAIP8L3	0.16240165	0.798	0.67489691	0.358
SIGLEC11	-0.0832262	0.799	-0.16790278	0.609
LOC105371055	-0.13352305	0.799		
ZEB1	0.04379839	0.799	0.08928219	0.531
HID1-AS1	-0.12107646	0.799	-0.41833081	0.346
PLEC	-0.07953151	0.799	-0.19243038	0.481
HYPK	-0.04529008	0.799	-0.0506532	0.853
LOC100134040	-0.09306023	0.799	-0.19935332	0.588
STAT2	-0.04590964	0.799	-0.01561527	0.943
CFAP161	-0.13384542	0.799	-0.49031598	0.308
ADGRF3	0.07221346	0.799	0.06567529	0.772
LOC105369983	-0.21714254	0.799	-1.12174029	0.133
KIF3C	0.08489433	0.799	0.45224899	0.266
FAM66C	0.12033589	0.799	0.20762754	0.764
MGST1	0.07694137	0.799	0.04536794	0.875
MGC16025	-0.09948928	0.799	-0.14542479	0.737
CIART	-0.14247715	0.799	-0.03250547	0.962
LOC107984910	0.2385228	0.799	-0.23327128	0.743
STIL	0.07675893	0.799	0.30226643	0.289
FKBP10	0.08055589	0.799	0.66956119	0.161
VSTM2L	0.18346539	0.799	0.46877347	0.44
QRFP	0.14253701	0.799		
TOLLIP-DT	-0.13038216	0.799	-0.28650623	0.505
TOPORS	-0.0300262	0.8	-0.05657347	0.651
MDK	0.1600827	0.8	0.95538298	0.116
LOC105370972	0.35960617	0.8		
COL9A3	-0.15843927	0.8	-0.38649687	0.545
RABGEF1P1	0.03805293	0.8	-0.02177322	0.886
LOC105378737	0.11111051	0.8	-0.21268533	0.676
IGKV1-16	0.22636895	0.8	0.63896445	0.42
KLHL32	-0.05224825	0.8	-0.12744159	0.51
ERV3-1-ZNF117	0.14622569	0.8	0.04019791	0.934
NUTM2E	-0.06094841	0.8	-0.25246923	0.349
TRAP1	-0.0444668	0.8	-0.12760893	0.498
CRYZL2P	-0.05945975	0.8	-0.09613087	0.686
LOC105375919	0.11419941	0.8	0.00251481	0.996
LINC00449	0.10508903	0.8	0.07676987	0.866
RPL18A	0.09448367	0.8	0.25413121	0.373
DHCR24	-0.0715568	0.8	-0.17272053	0.604
ACTL6B	-0.17562563	0.8		
MAGIX	0.08871638	0.8	0.00318416	0.994
RTEL1	-0.05579838	0.8	-0.22815023	0.279
RGS5-AS1	-0.16433687	0.8		
CSNK2B	0.03777141	0.8	0.06857927	0.622
PRPF38B	0.02705727	0.8	0.06690923	0.597
LOC107985769	0.11314975	0.8	0.04830858	0.901
SLC9A3	-0.05352849	0.8	-0.06357006	0.793
LOC107987148	0.14764173	0.8	0.38061194	0.498
FOLR2	0.13030135	0.8	0.42314071	0.422
KCTD21-AS1	-0.05738355	0.8	-0.22194541	0.273
CFAP73	-0.05940087	0.8	-0.17784316	0.475
CD276	-0.06569478	0.8	-0.06142093	0.839
MIR1972-1	-0.10221433	0.8	-0.49127041	0.288
EXOSC6	-0.05870177	0.8	-0.15187755	0.455
MEGF8	0.06670543	0.8	0.05503601	0.847
BMS1P20	0.05529887	0.8	0.13960418	0.39
TEX264	0.04722232	0.8	0.14179009	0.506
RASSF7	-0.0515238	0.8	-0.00311295	0.992
WDR74	0.13347836	0.8	0.27124126	0.548
RPL27	0.08605584	0.8	0.28738657	0.243
ZNF816-ZNF321P	-0.10120908	0.8	0.03111663	0.957
EPHA2	-0.08341179	0.8	0.27935153	0.362
LOC107985871	-0.14305348	0.8	-0.25046183	0.612
FGA	-0.08584013	0.8	-0.04822525	0.856
LOC105375150	-0.19878903	0.8		
SAMD12	0.11615252	0.8	0.08122813	0.829
LINC00353	-0.37895933	0.8		
TYRO3	0.06779173	0.8	0.14740048	0.653
LOC100996294	-0.23486501	0.8		
ZNF575	0.14450753	0.8		
DDRGK1	-0.04517807	0.8	-0.0443126	0.847
EDEM3	0.039394	0.801	0.03284229	0.834
LINC02388	0.16316933	0.801	0.15738439	0.837
SLC10A6	0.1739042	0.801		
LOC105375080	0.11757176	0.801	-0.1742144	0.704
ARMT1	0.03966584	0.801	0.01241574	0.935
PDGFRL	0.183627	0.801	0.00691162	0.99
KCNV2	-0.0988535	0.801	-0.1252896	0.792
SYT15	-0.07539095	0.801	-0.29450349	0.271
POLD3	0.04519423	0.801	0.19817509	0.147
TRIM69	0.11675401	0.801	0.13843386	0.701
LOC105371900	-0.16894292	0.801		
LOC105372789	-0.16946785	0.801	-0.42078238	0.485
DNAJB2	0.03765201	0.801	0.0687972	0.714
LSM3	0.07043366	0.801	0.11647776	0.633
TMEM209	0.03293349	0.801	0.07446929	0.543
ZDHHC24	0.03508811	0.801	0.09336655	0.544
CD27	0.06850262	0.801	0.28582303	0.207
KDM6B	0.08240543	0.801	0.09408264	0.784
THRA	0.05881838	0.801	0.03499966	0.9
LOC105372178	-0.16769316	0.801	-0.66029486	0.245
ZNF436	0.07837696	0.801	0.09396744	0.754
TSPAN12	0.05646511	0.801	-0.0438466	0.794
LOC107985550	-0.09957814	0.801	-0.18886841	0.515
ACVR2A	-0.02578522	0.801	-0.01073743	0.944
CCAR1	-0.02726142	0.801	0.00571112	0.97
SMG1P7	-0.08392708	0.801	-0.31602168	0.278
TENT5A	-0.05255463	0.801	-0.16944116	0.296
MIR4657	-0.09248067	0.801	0.01169845	0.98
MCM8-AS1	0.12951423	0.801	0.31036925	0.493
RBPMS2	0.13230071	0.801	0.32501157	0.494
LOC112268239	0.09344013	0.801	-0.30398418	0.324
ATP8B2	0.07605145	0.801	0.52589521	0.125
PROX1-AS1	-0.06376959	0.801	-0.23048602	0.225
NEPRO-AS1	0.07672135	0.801	0.10519799	0.752
LOC107986477	0.09174967	0.801	0.19452289	0.526
LINC00265	-0.08082824	0.801	-0.08612227	0.812
WFDC2	0.35310784	0.801		
LINC02802	-0.1267835	0.801	-0.12718121	0.792
ZFAND2B	0.03808694	0.801	0.01092662	0.97
LOC105377709	-0.24436799	0.801	-0.64724842	0.433
SFRP4	0.30918152	0.801	0.21744019	0.861
LOC105372321	-0.16491122	0.801	-0.43124024	0.389
ARL8A	0.04872543	0.802	0.1547767	0.458
COX7A2L	0.05052814	0.802	0.00200018	0.994
WBP1	0.05224278	0.802	0.11022893	0.697
PRKG2	-0.17130238	0.802		
PCDHA10	-0.19613918	0.802	0.27758383	0.72
LOC105375064	-0.13477956	0.802	-0.37433362	0.58
HERPUD2	-0.03500445	0.802	0.02651201	0.824
ENTPD8	-0.06732102	0.802	-0.15941276	0.743
ARHGEF12	-0.0266661	0.802	-0.10123629	0.201
RASL11A	0.08287364	0.802	0.21410871	0.451
SPESP1	0.32384439	0.802		
LOC107984878	-0.09643901	0.802	-0.33796434	0.288
LOC105371963	-0.08386261	0.802	-0.17059925	0.65
GRIN3B	-0.07080128	0.802	-0.12937592	0.715
RILP	0.05449457	0.802	-0.0339875	0.892
PMS2	0.0394433	0.802	-0.02923567	0.841
CIPC	0.06788442	0.802	-0.06949654	0.714
TVP23B	-0.0380295	0.802	-0.10713577	0.48
LOC105373264	0.08965099	0.802	0.18792251	0.634
ABHD14B	0.04261349	0.802	-0.02292171	0.946
LOC105374678	-0.2322009	0.802	-0.8665601	0.234
RPS12	0.08554735	0.802	0.23411914	0.378
DENND10	0.04578978	0.802	0.02529232	0.911
MED21	0.03619587	0.802	0.04831883	0.693
LOC107984535	-0.08042061	0.802	-0.17229242	0.48
SCG3	-0.09514471	0.802	-0.06073911	0.873
LMF1-AS1	-0.101976	0.802	-0.09539657	0.828
KIF3B	0.03801795	0.802	0.02597951	0.774
SEZ6L	0.13641252	0.802		
CEP104	-0.03855376	0.802	-0.03013375	0.869
GPAT2	-0.09293863	0.802	-0.25232118	0.365
ADRA2B	-0.09219088	0.802	-0.10201126	0.859
MIR11401	-0.18452062	0.802		
CTTNBP2	-0.04854804	0.803	-0.09552273	0.641
DENND10P1	0.05031794	0.803	0.09578671	0.672
RYR1	-0.11719026	0.803	-0.0412923	0.947
TBCA	-0.06093562	0.803	-0.05726689	0.82
EXOC5	0.04966555	0.803	0.02733083	0.883
ABCC6P2	-0.05176791	0.803	-0.30361974	0.277
LOC105378649	0.08932351	0.803	0.08812333	0.8
RPS8	0.07502716	0.803	0.26449535	0.286
TMEM183A	0.03430352	0.803	0.08492259	0.443
LOC105378150	-0.43957223	0.803		
DCSTAMP	-0.13958344	0.803	-0.68625217	0.0857
SH3GL1P2	-0.11475088	0.803	-0.02475449	0.962
TMEM94	0.04682867	0.803	-0.03410808	0.881
SEMA4F	0.07341906	0.803	0.38570775	0.117
TSPAN15	0.0631859	0.803	0.49542143	0.271
SSR4	0.08558938	0.803	0.13012824	0.522
MAP1S	0.07531147	0.803	0.19779181	0.529
IDO2	-0.15919923	0.803	-0.47665634	0.463
NUFIP1	-0.0393267	0.803	0.01254676	0.951
LDLRAD4	-0.06278244	0.803	-0.25423362	0.152
TNFRSF11A	0.12265161	0.803	0.50144273	0.324
SRSF6	0.02837777	0.803	0.1554515	0.19
ATG16L2	-0.0392527	0.804	-0.08162955	0.568
ATP8B3	0.11177345	0.804	0.10695866	0.813
NPR1	0.07205804	0.804	0.04159757	0.886
RNF39	-0.05306877	0.804	-0.11391998	0.665
DLST	0.03740855	0.804	0.10355738	0.449
CYGB	0.11896111	0.804	0.30539549	0.437
AHDC1	-0.07889309	0.804	-0.16460336	0.6
TNIP2	0.04146154	0.804	0.31485752	0.0826
MIR101-2	-0.15897951	0.804		
EGLN1	0.03513011	0.805	0.03417084	0.805
LOC105379028	0.19669153	0.805		
SEC14L4	0.08893432	0.805	-0.15915913	0.636
FASTKD2	0.02633577	0.805	-0.01687757	0.91
POLR2H	0.0500488	0.805	0.12347668	0.289
LOC105378437	-0.24792632	0.805	0.18488871	0.846
TBC1D10B	0.04295311	0.805	0.13241173	0.494
CRBN	-0.02384441	0.805	-0.02004443	0.869
LOC107984328	0.07090153	0.805	0.00493812	0.987
