Symbol	NAS 1	NAFLD_Stage_1_pvalue	NAS 2	NAFLD_Stage_2_pvalue	NAS 3	NAFLD_Stage_3_pvalue	NAS 4	NAFLD_Stage_4_pvalue	NAS 5	NAFLD_Stage_5_pvalue	NAS 6	NAFLD_Stage_6_pvalue
BCL10-AS1	0.0685872		-0.0282179		0.1313245		0.1436591	0.833	0.2633971	0.594	0.5449981	0.428
LOC107985054	0.8700735				0.2838771		0.03063581	0.983	0.0152126	0.988		
COL24A1	-0.5917884		-0.1380753	0.912	-0.388421	0.709	-0.58743261	0.43	-0.7438939	0.171	-0.9291452	0.277
LOC105378833	-0.5430359		0.1096497	0.898	0.0876961	0.908	0.23167288	0.687	-0.0162823	0.979	0.0435286	0.955
LINC01773	1.574246				0.8969715		1.12032128	0.387	1.2984672	0.157	1.2550793	0.237
PKN2-AS1	0.3223731		0.188965		0.2550098		-0.13862796	0.884	0.1596776	0.82	0.1290332	0.888
LOC105378847	-0.6313085		-0.3878396	0.558	-0.5859628	0.234	-0.71018531	0.209	-0.641985	0.177	-0.6780548	0.285
HFM1	0.9403545		2.368988	0.113	1.7702599	0.142	1.22156443	0.21	1.2283982	0.0766	1.3881723	0.28
SETSIP	-0.3678099		-0.3596534		-0.1590838	0.784	-0.0418433	0.956	-0.0716897	0.895	-0.3678987	0.606
SNORA66	0.043706		-0.2563806		-0.0529801	0.945	-0.05063059	0.944	-0.0942292	0.859	-0.2844737	0.643
MIG7	0.0354276		-0.4917097		-0.1839998		-0.16720944	0.85	-0.3430854	0.589		
ARHGAP29-AS1	1.0764774		0.7994977		0.6693088		0.99647851	0.0904	0.6997333	0.233	0.8397487	0.26
MIR553	-0.5479081		-0.4728547		-0.4934612		-0.57623882	0.38	-0.5564346	0.254	-0.3642053	0.655
LOC105379827	-0.6059666		-0.1912974		-0.1396813		-0.15363763	0.846	-0.5197109	0.278	-0.4221357	0.578
GPR88	-1.9014324		-3.0461848	4.07e-11	-1.8364202	0.012	-1.93337057	0.0027	-2.2428354	0.00102	-2.8868865	1.53e-05
AMY1B	-0.5413673		-0.5926527		-0.6486012		-0.68760096	0.0986	-0.6881434	0.0498	-1.0600119	0.0364
ELAPOR1	1.5740186		0.6283723		0.4664743		0.1191489	0.896	0.0930246	0.916	0.6433544	0.497
GPR61	-0.0187206		-0.3840563		-0.3816487				-0.797358	0.28		
RBM15-AS1	0.0845418		-0.1651497	0.852	-0.3147004	0.628	-0.4556092	0.457	-0.5882417	0.158	-0.3908679	0.51
LAMTOR5-AS1	-0.4285009		-0.0648538	0.922	-0.0207578	0.974	-0.20282348	0.748	0.2322584	0.597	-0.0959322	0.898
LOC107985184	0.4119506		0.2931108		0.4573431		0.21126961	0.793	0.1461805	0.818	0.3530645	0.599
BCL2L15	0.3564553		-0.1543118		-0.3118801		-0.15660005	0.803	-0.336927	0.467	-0.2151127	0.774
LOC105378914	0.122595		0.0792014		0.3096049		0.0566159	0.943	-0.1590298	0.818		
TSPAN2	-0.8281747		-0.3206865	0.762	-0.7885701		-0.63992466	0.437	-1.0273482	0.0517	-0.832341	0.352
WARS2-IT1	-0.5560351		-0.0364895		-0.1595841		-0.01745295	0.986	-0.3475445	0.485	-0.1731187	0.857
HSD3B1	0.6078179		0.7602676	0.537	0.5998379	0.724	0.56053082	0.661	0.3457613	0.788	0.4030667	0.747
LOC100996720	0.1699031		0.4782839	0.408	0.277236	0.588	0.28460832	0.59	0.3219566	0.428	0.2284602	0.687
PDE4DIPP4	-0.1077367		0.5671612	0.295	0.291281	0.583	0.40555814	0.389	0.6455877	0.0743	0.5759115	0.32
FCGR1BP	0.3132263		0.6026409	0.477	0.7225518	0.318	0.88535538	0.221	1.2901862	0.0214	1.7620731	0.0205
H3-7	-0.1910483		-0.1754567	0.81	0.0373259	0.964	0.07977275	0.925	0.1614463	0.725	0.3492876	0.583
LINC02802	-0.4998318		-0.2909316	0.636	-0.1236843	0.882	-0.18231588	0.776	-0.71852	0.224	-0.639674	0.256
LOC105373467	0.4099655		0.3963746		0.3125672		0.420691	0.49	0.5486836	0.419	0.6486549	0.403
FAM72D	-0.065422		0.0952302		0.3055705		0.13692231	0.853	0.3451537	0.473	0.4063525	0.544
ANKRD34A	-0.160073		0.1196934	0.881	-0.1730984	0.783	-0.37605714	0.455	-0.1345203	0.788	-0.5056471	0.437
LOC107985594	0.1158646		0.004143	0.997	-0.1881468	0.818	-0.51221347	0.566	-0.5193121	0.47	-0.493104	0.638
LOC105371254	0.431285				0.0277173		-0.01958373	0.983	0.1051892	0.88		
LOC105371231	-0.823436		-1.1877228		-0.5683839	0.498	-0.9397785	0.0983	-1.1392967	0.03	-1.7511933	0.0149
LINC00624	0.5168329		0.3013301		0.2463793		-0.0286464	0.981	0.2652958	0.773	-0.3056729	0.837
RNVU1-1	-0.5573258		-1.2002794		-1.2033456		-0.54959834	0.512	-0.6144258	0.426	-0.4534201	0.508
LOC644634	-0.0828761		0.1228349		0.2339589	0.686	0.15911695	0.826	0.1757066	0.716	0.4985403	0.398
FCGR1A	0.6256102		0.6893192	0.488	1.0731439	0.166	1.11493909	0.167	1.7898581	0.00431	2.024223	0.0148
H3C14	1.4983977		1.210496		1.3476715	0.0526	1.38947961	0.0347	1.9020746	0.00128	2.19317	0.000337
SV2A	0.0957706		0.258923	0.756	0.0296227	0.977	0.26577208	0.739	0.1307979	0.856	0.3062107	0.688
LOC107985203	-0.1085762		-0.390893	0.447	-0.4961024	0.41	-0.64733471	0.21	-0.5501262	0.115	-0.6661721	0.311
LOC112268239	-0.2995292		-0.2265119	0.726	0.0380345	0.959	-0.08660216	0.893	-0.0530927	0.922	-0.4216513	0.469
TMOD4	0.2045789		0.0980385		0.0609349		-0.09275459	0.932	0.1108533	0.879	0.1869102	0.845
ZNF687-AS1	-0.0257849		-0.0323659		-0.0458901		-0.13145537	0.856	0.0681693	0.925	-0.116687	0.881
C2CD4D	-0.1731582		0.1628523	0.79	0.1900017	0.716	0.05713824	0.923	0.0686462	0.898	-0.0016315	0.998
CCDST	0.5137264		1.210025	0.0854	0.6958173	0.344	0.48546212	0.604	0.534297	0.47	0.1982793	0.861
FLG2	0.2114706		1.096589	0.21	0.8681415	0.447	0.36614354	0.772	0.7171056	0.408	-0.1538642	0.9
DCST1	-0.721975		-0.3716285	0.557	-0.3797095	0.424	-0.64242102	0.241	-0.3581639	0.422	-0.6642242	0.447
FDPS	0.7415822		0.6521018	0.228	0.6119823	0.426	1.00514312	0.019	0.6560273	0.311	0.3639767	0.682
RUSC1-AS1	0.7814441		0.6158429	0.227	0.5721852	0.415	0.95302435	0.0172	0.6710737	0.309	0.4061933	0.626
MIR555	0.1452237		0.264123	0.646	0.1928782	0.725	0.02809353	0.965	-0.0376239	0.942	-0.0512838	0.939
SNORA80E	-0.3254438		0.0646135		0.074445	0.932	0.04550281	0.956	-0.1085054	0.862	0.1120955	0.873
SCARNA4	-0.4461441		0.1099084		-0.2670866		-0.05093078	0.95	-0.0696766	0.913	0.1239423	0.881
TSACC	0.1554761		0.5016827	0.371	0.4687531	0.361	0.22217199	0.724	0.2216695	0.654	0.2485279	0.69
IQGAP3	0.8900524		0.7428155		1.2143229	0.217	1.24576544	0.0464	1.2599358	0.0665	2.6851446	0.00142
SH2D2A	-0.2132128		0.042653		-0.0900977		0.0111557	0.991	0.4135711	0.475	0.5623762	0.521
FCRL2	-0.5764283		0.0088285	0.996	-0.6630521		-0.78665796	0.339	-0.5848318	0.385	-0.5996569	0.608
KIRREL1-IT1	1.0102119		0.5534108		0.8207481		0.58181793	0.47	0.4658147	0.586	0.5394451	0.643
CD1E	0.0185691		1.4030821	0.0984	0.8163651	0.43	1.13185078	0.11	1.3116683	0.0441	1.6997318	0.0541
AIM2	0.7694306		0.8210845	0.142	0.6412982	0.402	0.71153296	0.313	0.9723578	0.0257	0.5935335	0.415
SLAMF9	1.3794244		1.3699084	0.296	0.7417348	0.404	0.97016006	0.186	1.0521828	0.0468	1.3359318	0.0298
SLAMF1	0.1563424		1.0310334	0.0429	0.7477405	0.29	0.6620623	0.191	0.8825463	0.0664	0.9384694	0.0991
ITLN1	0.0953306		0.0182918	0.994	0.5662244		-0.8882557		0.0805265		-2.1258124	0.0565
MIR5187	-0.0596925				-0.5688147		-0.45290267	0.474	-0.687696	0.237	-0.4513087	0.627
TRG-TCC2-6	0.6872313		0.3868213		0.6494331		1.0572667	0.185	1.2546718	0.0992	1.2740105	0.0948
RPL31P11	-0.4385854		-0.4926764		-0.7856138		-0.5363109	0.395	-0.3870305	0.418	-0.3601345	0.698
FCRLB	-0.4565019		-0.7164127		-0.4820746	0.484	-0.42371352	0.554	-0.6829914	0.213	-0.564057	0.384
LOC107985224	-0.1548173				-0.6365746		-0.55025992	0.335	-0.8154802	0.0765	-0.4591316	0.636
XCL2	0.0597835		0.1760351		0.0094968		-0.03476303	0.97	0.7422237	0.269	0.5074132	0.469
XCL1	-0.6031482		-0.3811105	0.675	-0.3877325	0.681	-0.11785143	0.902	0.6905149	0.319	0.1556577	0.869
LOC105371605	0.3929819		-0.0707342		0.0597731	0.936	0.24974465	0.701	-0.019414	0.975	-0.0575369	0.95
FASLG	0.3242092		0.7478682	0.443	0.5950726	0.378	0.57709906	0.453	0.8817711	0.109	1.2451597	0.141
SNORD81	-0.0854897		-0.1727214		-0.1694547		0.00906477	0.991	0.073035	0.899	0.0546933	0.944
SNORD47	-0.2376114		0.0615707	0.931	0.2111746	0.647	0.29012732	0.51	0.1388714	0.758	0.0606481	0.931
SNORD80	-0.0906184		0.0883589	0.916	0.1052053	0.867	0.15163296	0.801	0.1778432	0.724	0.1921942	0.753
SNORD79	-0.1590528		-0.1424393	0.845	-0.122258	0.832	0.10828076	0.867	0.0948305	0.834	0.1232149	0.824
SNORD44	-0.0250212		0.0636865		-0.0085179		0.23179043	0.749	0.1703602	0.742	0.1007865	0.91
SNORD76	0.0612778		0.0193082	0.982	0.0935751	0.877	0.45546134	0.265	0.2890329	0.511	0.3658917	0.589
SNORD74	0.7231587		0.4764862		0.43552	0.405	0.21305252	0.737	0.3527977	0.452	0.1608161	0.819
RASAL2-AS1	0.061517		0.2789068		0.065222		0.05100813	0.953	0.0935994	0.877	-0.0408542	0.967
LOC102724754	-0.5813624		-0.1623036	0.876	-0.5089896	0.193	-0.67590843	0.233	-0.3750715	0.401	-0.0483587	0.969
LINC02818	-0.622157		-0.4703892		-0.6172481		-0.85842033	0.136	-0.8114087	0.0621	-1.4356692	0.0433
LOC101928933	-0.7177448		-0.7875103		-0.6020387		-0.59784311	0.287	-0.6847072	0.245	-1.3898967	0.0278
LOC107985230	0.1830132		0.3252149		0.3708272	0.552	0.32886556	0.587	0.1158572	0.851	0.2623062	0.724
LOC105371642	-0.3186902		0.5656717	0.493	0.3608175	0.655	0.86239857	0.153	0.2773441	0.7	-0.1100403	0.922
LINC01344	0.037498		0.5774156	0.539	0.3431936	0.643	0.97362649	0.119	0.2705784	0.651	0.2624324	0.799
TEDDM1	-0.3672694		-0.7106545		-0.4525638		-0.58939446	0.454	-0.8142394	0.143	-1.4532239	0.0738
RGSL1	-0.0638611		0.6318723	0.655	-0.0402748	0.976	-0.16044984	0.912	-0.3081521	0.788	-0.1248552	0.931
LAMC1-AS1	0.2568252		0.2783585		0.5107986	0.432	0.4285277	0.491	0.1608231	0.825	0.2411061	0.743
LOC105371657	0.4334807		0.6638922		0.4177211		0.80109044	0.51	0.3841666	0.791	-0.4764559	0.823
RGS1	-0.2245055		0.6618044	0.318	0.4766007	0.618	0.3575319	0.515	0.8319662	0.0421	1.0934414	0.175
RGS2-AS1	-0.6434698		-0.4366173	0.475	-0.6328726	0.228	-0.58119434	0.227	-0.7337995	0.0812	-0.9281188	0.179
CRB1	-0.8375098		-1.1637319		-0.9220694		-1.46562152	0.0132	-1.6563577	0.014	-1.2199144	0.162
INAVA	1.7787432		0.2362227		0.4416539		0.21731104	0.884	0.3617426	0.733	0.1403164	0.927
ELF3-AS1	1.2120188		0.3930097		1.017174	0.0504	0.96995021	0.102	0.9871453	0.0707	1.3261248	0.0225
PTPRVP	-0.6379501		-0.0049587	0.996	-0.0545045	0.95	0.12664936	0.867	-0.535654	0.318	-0.524307	0.498
LGR6	0.0689416		-0.2408488	0.809	-0.2670785	0.798	0.31174829	0.758	0.3302721	0.642	0.2850801	0.688
UBE2T	1.395364		1.3971717		1.4353764	0.185	1.52182251	0.0244	2.0357661	0.000209	2.2894459	5.4e-05
PPFIA4	-0.1435039		-0.3925674		-0.5547039		-0.18299049	0.87	-0.7829424	0.154	-0.3370166	0.636
LINC00260	0.4989311		0.3965987		0.0595028		0.24205935	0.712	-0.0210528	0.976	0.2765162	0.696
LOC102723543	0.7566669		0.5016084		0.0548558		-0.1460201	0.885	0.0248773	0.976	0.0685748	0.958
TMCC2	0.5479601		0.8815219		0.0473456		0.28078776	0.771	0.4299996	0.53	0.2866639	0.799
PM20D1	-0.3348294		-0.0563118	0.969	-0.2292047	0.859	0.19925639	0.827	0.1225456	0.899	0.0743382	0.955
LOC107985250	-0.9256025		-1.2632049		-0.7247683		-0.13617281	0.966	-0.4250591	0.866	-0.632619	0.816
RAB7B	0.7054384		1.0214899	0.102	1.1468945	0.114	1.37054763	0.00694	1.7222744	0.00439	2.3414136	9.43e-06
RHEX	0.5538488		1.5300407	0.127	0.9393216	0.337	0.96124106	0.336	1.2499507	0.134	1.5016702	0.0412
LOC105372857	0.9260701		1.5862522	0.205	0.9102927	0.391	1.2060471	0.159	1.3720675	0.162	1.7571088	0.116
FAM72A	0.3934252		0.3103641		0.3212251		0.37566912	0.537	0.3904076	0.379	0.6920441	0.259
C1orf116	2.2044133		0.1540351	0.912	0.2716978	0.788	0.06745348	0.955	0.0522176	0.953	-0.715889	0.352
MIR29C	-0.4240633		-0.2870609	0.681	-0.3189287	0.523	-0.47331947	0.292	-0.5570729	0.133	-0.7951258	0.115
LINC02767	-0.0565127		-0.279322		-0.1075393		-0.38811052	0.572	-0.3564754	0.542	-0.2166309	0.783
LOC105372887	0.2264662		-0.1722278		-0.2656902	0.627	-0.08487883	0.925	-0.6700793	0.154	-0.2651715	0.725
LOC105372889	-0.9108451		-1.6338762		-1.3821567		-1.41804752	0.0478	-1.9656683	4.35e-07	-1.751143	0.00674
LINC01735	-0.6533411		-0.7862378		-0.8561685		-1.45278839	0.0319	-1.8774948	0.000107	-1.7752132	0.00351
LOC105372902	-0.016409		-0.171624		0.0701421	0.932	-0.1470323	0.872	-0.2350008	0.669	-0.5465427	0.49
SNORA16B	0.1864891		0.0412774		-0.2769017		0.11613678	0.887	-0.3324204	0.589	-0.3574693	0.757
LINC02773	0.0523214		0.1829434		0.5403249		0.35504816	0.659	0.586866	0.221	0.6692922	0.418
FLVCR1-DT	1.6927023		0.8066894		1.3389184	0.208	1.30109626	0.152	1.9174463	0.0189	1.2963113	0.209
LOC105372956	-0.3937056		-0.4317294		-0.3454401		-0.43595053	0.446	-0.5342301	0.252		
LOC105373041	0.0884802		-0.1616125		0.0280849	0.972	0.01336496	0.988	-0.1384676	0.772	-0.1957685	0.779
LOC101927164	0.3047893		0.3334191		0.3431065	0.553	0.41631869	0.452	0.4553469	0.281	0.5799417	0.287
LOC107985358	0.1245888		0.1881758	0.749	0.1934902	0.668	0.30700406	0.48	0.2911088	0.446	0.1334112	0.808
TRIM67	0.2314621		0.4028907		0.3020003		0.36245158	0.588	0.3255849	0.588	0.526122	0.517
DISC2	0.271476		0.2786031		0.3785004	0.489	0.4821499	0.426	0.5031958	0.209	0.7028258	0.394
LOC105373172	0.3238534		0.273101		0.3429433	0.559	0.47233731	0.375	0.5058221	0.302	0.7083309	0.372
LOC105373209	-1.5345077		-2.175723		-1.6821642		-1.34749788	0.114	-1.7269168	0.00709	-2.0003607	0.0794
LOC107985746	0.2681737		0.2449532		0.2890147		0.59266405	0.326	0.4011144	0.541	0.4513568	0.519
LOC105379283	-0.1399365		0.1350475	0.853	0.1543303	0.788	0.23580846	0.647	0.164007	0.752	0.1643997	0.762
EDARADD	0.2232832		0.0371646	0.963	0.0662542	0.922	0.23829521	0.733	-0.0168578	0.978	0.1363241	0.832
LOC105373225	2.217381		2.3113599		1.1720425		1.62927672	0.287	0.9330333	0.541		
EXO1	1.1534383		0.7694771		0.8256665	0.405	0.84483286	0.291	1.3685424	0.0562	1.7336044	0.0595
LOC105373265	-0.0467536		-0.0164964	0.99	0.0229569	0.983	-0.16396261	0.822	-0.1518418	0.806	0.0386132	0.969
LOC105373270	0.1264032		0.1717521		-0.228267		-0.02465108	0.98	0.1810752	0.794	0.0295588	0.975
TRIM58	0.5634238		0.3548882		0.4645103		0.51667048	0.527	0.6373047	0.271	0.3521189	0.736
LOC107987362	-0.0548247		-0.2990577		-0.1824538		-0.13364765	0.91	-0.2422802	0.677	-0.1055595	0.904
LOC105379854	-0.5445218		-0.5034776	0.503	-0.1203604	0.891	-0.00298615	0.999	-0.2583467	0.687	0.2775975	0.682
LOC107987366	-0.3853595		-0.3194064		-0.1590263	0.825	-0.09537336	0.9	-0.6250223	0.341	-0.7260169	0.248
LOC440570	-0.6833233		0.5494782	0.655	0.628154	0.644	-0.55943753	0.536	-0.3931099	0.506	-0.4428802	0.616
LINC01871	0.4935811		-0.1207911		0.2590296	0.838	0.26092442	0.806	0.5397402	0.401	1.001719	0.34
LOC107985851	0.5150436		0.393293	0.47	0.4065905	0.418	0.18809446	0.77	0.2687667	0.595	0.4869798	0.398
LOC101929643	-0.4256561		-0.0990418	0.879	-0.2355753	0.656	-0.54821279	0.212	-0.4759326	0.15	-0.6164965	0.264
KLF11-DT	-0.297734		0.1268968		-0.3493838		-0.03581254	0.973	0.153954	0.809	-0.0706527	0.94
RN7SL832P	0.212092		0.2726656		-0.0047745		-0.0598786	0.945	-0.0282095	0.964	-0.2643815	0.76
LINC00570	-0.8541249											
LOC105373459	0.6793267		0.3978682		0.5699934		0.08072866	0.937	0.4182443	0.605	0.6090199	0.639
LOC101929230	0.1826312		0.497325		0.1781717		0.69506043	0.454	0.3085768	0.694	0.4996698	0.753
LOC105374325	0.9318686		0.0676995		0.6686819	0.461	0.73288814	0.349	0.9053258	0.135	1.4503086	0.0995
LOC102723401	0.8455908		0.1492895		0.5105829		0.55760795	0.594	0.7373196	0.343	1.049751	0.281
MFSD2B	0.3561784		0.3197508	0.645	0.2879072	0.602	0.51183544	0.401	0.1785673	0.736	-0.2777284	0.716
LOC105374381	-0.414035		-0.1354867	0.926	0.0171971	0.991	-0.38147643	0.704	-0.5526413	0.588	-0.7548144	0.469
TOGARAM2	0.1354223		0.3533973	0.747	0.4690981	0.601	0.14266173	0.873	0.3414386	0.493	0.1828152	0.827
QPCT	-0.5605808		0.4681291	0.571	0.3750146	0.69	0.43869885	0.635	0.5510978	0.341	0.9419264	0.319
LOC105374465	-0.4405133		-0.2395124	0.879	-0.7595635	0.474	-1.1567024	0.211	-0.9530447	0.15	-1.6709018	0.0502
LOC107985871	-0.7097548		-0.3118214		-0.2574067		-0.56821544	0.355	-0.7451572	0.119	-0.1103558	0.914
LOC105374471	-0.2472236		-0.3105212		-0.6097245		-0.71806388	0.264	-0.5045423	0.426	-0.7925846	0.279
SLC8A1-AS1	0.1554212		0.11619	0.88	0.2088311	0.741	0.21639076	0.754	0.356691	0.469	0.3603619	0.589
LOC101929667	0.3974242				0.2386676		0.28993118	0.728	0.3543165	0.558	0.5543721	0.49
LOC107985875	-0.6569348		-0.1557332		-0.2786881		-0.19593693	0.741	-0.3442597	0.403	-0.160313	0.784
LOC107985876	0.1353329		0.1203575		0.0124371		-0.06979369	0.938	0.2281941	0.723	0.0919951	0.926
LINC02580	-0.1411489		-0.1984409		-0.2228531		-0.61018675	0.389	0.0451112	0.96	0.1504989	0.879
LOC105374570	-0.2211233		-0.0771545		-0.3421304		-0.21852212	0.808	0.1897675	0.804	0.4236468	0.649
PRKCE-AS1	0.5347843		0.3569217	0.644	0.4510961	0.43	0.53820079	0.38	0.309317	0.536	0.5954743	0.308
STPG4	0.4055511		0.4398081		0.2116386		0.21924523	0.729	0.2283146	0.667	0.6445485	0.28
LOC105374590	-0.3916699		-0.2993385		-0.4326259	0.433	-0.50767809	0.394	-0.3952111	0.442	-1.0973717	0.207
MIR3682	-0.0463925		-0.1309151		-0.1316923		-0.00986151	0.994	-0.1887855	0.774	0.3487704	0.658
CCDC85A	-0.0027067		0.2754028		0.4064522	0.734	-0.40210993	0.669	-0.4998265	0.536	-0.8203566	0.537
LOC105377628	-0.368726		0.348069	0.584	-0.1460076		0.14952592	0.846	0.1607447	0.77	-0.1701346	0.817
LOC105374726	-0.4677414		-0.0093801	0.993	0.0030608	0.996	0.01259919	0.988	-0.0956148	0.871	-0.1881263	0.81
BCL11A	0.1358661		0.7589878	0.127	0.2985683	0.69	0.46374454	0.436	0.617943	0.144	0.7092899	0.368
C2orf74-AS1	0.1251224		0.3972203		0.1225588		0.11313241	0.926	-0.3637481	0.631	-0.5653989	0.568
USP34-DT	-0.578035		-0.287825	0.679	-0.1218645	0.852	-0.50242499	0.368	-0.5317808	0.229	-0.3468577	0.55
LOC107985767	-0.7246304		-0.6955322		-0.4853238	0.299	-0.44163089	0.36	-0.6251911	0.104	-1.0639337	0.0399
LOC105374764	-0.0661829		0.3328532		-0.0609557		0.06234534	0.937	0.0803087	0.898	0.2300801	0.787
AFTPH-DT	-0.1431559		-0.1570225		0.0833318		-0.15993293	0.846	0.1060839	0.894	0.066108	0.936
LOC107984063	0.118471		0.2347729	0.801	0.1089721	0.885	0.3884469	0.407	0.231294	0.613	0.53378	0.32
LINC02576	-0.1249792		0.4204397	0.571	0.2348091	0.722	0.29888644	0.665	0.2089545	0.698	0.1792901	0.881
LOC105374781	0.0904661		-0.1959333	0.873	-0.2720199	0.706	-0.09850789	0.909	-0.8704936	0.158	-0.1842236	0.885
LOC105374789	0.0302831		-0.1087776	0.888	-0.486912		-0.5294869	0.459	-0.3972365	0.357	-1.0416074	0.0515
LOC107985892	-0.3985606		0.2414646	0.742	0.0558248	0.939	0.23551145	0.699	-0.0990384	0.856	-0.1710992	0.854
LOC105374795	0.0706489		-0.0903696		-0.2509567		-0.13752654	0.874	-0.4244427	0.426	-0.1817887	0.874
LOC105374807	0.4310429		0.2317544		0.2345621	0.726	0.46545029	0.373	0.3317025	0.472	0.4351477	0.483
LOC107985898	0.1238929		-0.0193306	0.982	0.1036946	0.862	-0.00660616	0.993	-0.016868	0.974	-0.0901948	0.892
DCTN1-AS1	-0.1608407		-0.1363521		-0.4095266		-0.32562959	0.579	-0.5863353	0.156	-0.3134638	0.614
LOC105374808	-0.4406117		0.1541291	0.851	-0.3574459		-0.34840147	0.669	-0.5235426	0.288	-0.2773305	0.749
LINC01293	-1.9487274		0.0814976	0.982	0.0490994	0.988	-0.04222261	0.99	-0.4475211	0.88	0.2628879	0.934
LOC105374812	-0.105992		-0.1774605		-0.1497035	0.811	-0.17099542	0.794	-0.2552013	0.65	-0.2753023	0.751
LOC105374836	0.4166173		0.9124781		1.1223594	0.0429	0.83732578	0.161	1.4772176	0.0442	2.0002481	0.0634
LOC102724579	-0.1452001		-0.5559248		-0.6229972		-0.637304	0.187	-0.954676	0.0135	-0.8637461	0.176
PARTICL	-0.1786538		0.1114948	0.866	0.0755641	0.893	0.05549234	0.923	-0.0912	0.833	0.0586559	0.926
CD8B	0.3860059		0.9835618	0.337	1.0463672	0.085	0.72773722	0.312	1.2052007	0.0226	1.0968991	0.173
LINC01943	-0.1787979		-0.1317847		-0.0132291		0.13028768	0.888	0.0302004	0.963	0.7658604	0.406
IGKJ5	0.3451465		1.9466697	0.101	0.8022882	0.572	1.0924891	0.24	1.8774565	0.153	1.3617313	0.135
IGKJ3	-0.0492203		1.7816138	0.183	0.6718852	0.649	0.95008227	0.415	1.7070217	0.131	1.3197685	0.195
IGKV1-12	0.3517086		2.1709775	0.0529	0.9579106	0.334	1.13423984	0.178	1.5392153	0.0698	1.4598476	0.122
IGKV1-16	-0.5379865		0.7016392	0.571	0.0014283	0.999	0.43485566	0.741	0.562422	0.583	0.0795098	0.956
IGKV1-17	0.6331263		2.1527694	0.022	1.072775	0.256	1.56030318	0.0652	1.8822952	0.0451	1.6219557	0.0702
IGKV1-27	0.5451961		2.3688694	0.0283	1.3918512	0.214	1.24574138	0.0986	1.7525673	0.0692	1.8588271	0.0364
IGKV2-30	0.579808		2.1317543	0.0667	1.3305941	0.283	1.85392011	0.0546	1.6121737	0.0192	1.3431323	0.146
IGKV2D-30	0.6212977		2.0618082	0.0565	1.2172477	0.331	1.69273734	0.0871	2.1001195	0.0369	1.2918029	0.119
IGKV3D-15	0.3312663		2.4877799	0.0209	1.4383844	0.23	1.56356987	0.0448	1.8343129	0.0266	1.6609903	0.0665
IGKV1D-13	-0.4004541		0.9827328	0.599	0.060052		0.0286235	0.988	0.2254896	0.855	-0.5399068	
IGKV1D-12	0.5045504		2.1092649	0.0541	1.0460012		1.262223	0.165	1.4702042	0.0972	1.5083972	0.131
IGKV3D-11	0.0764213		1.9922992	0.0523	0.8862823	0.451	1.13014923	0.179	1.7506106	0.0498	1.4222845	0.0541
IGKV1D-8	0.8200583		2.2692821	0.0495	1.1901954		1.36683222	0.0945	1.964645	0.0451	1.8958641	0.0475
LSP1P4	-0.8265628		-0.4712447	0.53	-0.1942569	0.793	-0.13625083	0.844	-0.393735	0.659	-0.0474893	0.957
KMT2CP5	-0.3971824		-0.4146264		-0.3396207		-0.26380114	0.63	-0.5171319	0.211	-0.3006676	0.627
ANKRD20A8P	-0.3873438		0.1623605	0.879	-0.1885502		-0.0878216	0.937	-0.1807502	0.813	-0.3401218	0.759
PROM2	1.6204332		0.113507	0.922	0.0468007	0.963	0.01794363	0.987	-0.236777	0.789	-0.0660874	0.963
LOC105373494	0.5615814		0.2596311		-0.1909497		-0.24514554	0.866	-0.3909486	0.673		
ITPRIPL1	0.3452053		0.2743257	0.664	0.2361813	0.719	0.13729748	0.825	0.1314724	0.818	0.4441253	0.542
NCAPH	0.4498623		0.4992406		0.6584383	0.334	0.80769174	0.194	1.0881581	0.0774	1.504688	0.0363
NEURL3	0.1719151		0.6831984	0.193	0.4677174	0.632	0.5354873	0.31	0.5075893	0.386	0.6724549	0.437
CNNM3-DT	-0.2860221		-0.1524343	0.834	-0.0629304	0.918	-0.21165838	0.738	-0.423041	0.368	-0.2911843	0.608
CRACDL	0.5508232		0.0601706		0.4228013	0.711	0.19257954	0.808	0.4496203	0.522	1.2583598	0.219
CHST10	0.7786739		0.909752	0.242	1.181644	0.12	1.02632446	0.103	1.0029191	0.0298	1.1607006	0.11
TBC1D8-AS1	0.067958		0.2999196	0.654	0.1004267	0.886	0.10427595	0.891	0.0543632	0.928	0.1411311	0.864
RFX8	-0.3921755		-0.4703681		-0.2824474		-0.65171351	0.455	-0.9941379	0.219	-0.0356527	0.983
IL1RL1	-0.1356132		-0.2419556	0.842	0.2447943	0.799	-0.15164322	0.852	0.4054402	0.599	0.2437771	0.704
LOC107985930	0.4850163		0.2236145		0.3479982	0.533	0.35287923	0.523	0.1259642	0.843	0.2825545	0.703
LIMS1-AS1	0.1442795		0.2209436		0.0459538		-0.00075	0.999	-0.2053444	0.695	-0.0258941	0.985
LOC102724848	-0.5726045		-0.4714059		-0.7180084		-0.41217804	0.638	-0.78697	0.105	-1.2654908	0.0603
LOC440895	-0.6465		0.3005643	0.758	-0.3915194	0.648	0.00228635	0.998	-0.0026131	0.997	0.1949304	0.832
LOC100507334	-0.3327274		0.3499129	0.679	-0.1631788	0.847	0.16416657	0.841	0.0741122	0.911	0.2502194	0.769
LOC100288570	-0.6156351		0.4789257	0.588	-0.252792	0.784	0.24885886	0.725	0.0754861	0.913	0.308095	0.716
