Symbol	Fibrosis_1	Fibrosis_1_pvalue	Fibrosis_2	Fibrosis_2_pvalue	Fibrosis_3	Fibrosis_3_pvalue	Fibrosis_4	Fibrosis_4_pvalue
MCF2	0.03733741	0.924	-0.1124288	0.87842	-0.55920191	0.0355	-0.3120378	0.656
NHERF1	0.01573573	0.925	-0.0571376	0.85082	0.01593882	0.916	-0.1807836	0.556
CNOT3	0.01856041	0.925	-0.0798543	0.82472	-0.04667082	0.769	-0.3197797	0.358
LOC105369946	-0.02347135	0.925	-0.1013368	0.81586	-0.41858328	0.0351	-0.5947036	0.146
IMPA1	-0.01788436	0.925	-0.0187453	0.96874	-0.20553498	0.144	-0.3388677	0.332
RNU6-1	-0.03374593	0.925	0.0575734	0.9458	0.54932149	0.0222	0.3360981	0.611
SIDT2	-0.01510287	0.925	-0.1170448	0.58414	0.03625384	0.773	-0.2596528	0.318
APBB3	-0.02229671	0.925	0.063665	0.88262	0.05070659	0.777	0.2446781	0.517
GFM2	0.01170647	0.926	-0.0020287	0.99386	-0.05500907	0.576	0.0382096	0.884
LOC107986633	-0.05058805	0.926	-0.4870114	0.52976	0.29864768	0.405	0.7885346	0.411
UNC45A	-0.01622803	0.926	0.0661839	0.81747	-0.15488227	0.157	0.1098917	0.746
NDE1	0.02519634	0.926	0.0997612	0.78896	0.17800365	0.268	0.311458	0.355
EXO5-DT	0.03375249	0.926	0.3696152	0.3971	0.20855384	0.427	0.4563345	0.419
AKAP7	0.01839091	0.926	0.2044671	0.43991	0.39802444	0.00128	1.1054475	0.000108
MTARC1	0.02087449	0.926	-0.1546937	0.63638	-0.33119503	0.0418	-0.409485	0.225
UBE2E4P	0.02265898	0.926	-0.1352267	0.72873	0.34564176	0.0366	-0.0901665	0.853
LOC101928658	0.02307188	0.926	0.1144445	0.79796	0.14269717	0.526	0.0064501	0.992
TFIP11	-0.00694344	0.926	-0.0422334	0.7662	-0.17983562	0.00675	0.0064131	0.975
LOC105374162	0.01642404	0.926	-0.0409943	0.9128	0.00647541	0.966	0.0145275	0.974
PRKAA1	-0.01426906	0.926	-0.0926125	0.72103	-0.04066027	0.734	-0.0700887	0.822
ATOSB	0.01512899	0.926	-0.150588	0.54148	0.09361689	0.467	-0.2365582	0.436
AMN1	-0.01548085	0.926	-0.0838793	0.75475	-0.09408945	0.411	-0.1409991	0.646
ALG3	0.02001055	0.926	-0.1064797	0.77802	0.1873337	0.227	-0.1566249	0.734
LOC105374040	-0.01629624	0.926	-0.0622718	0.85082	-0.31194806	0.0534	-0.2179348	0.504
FASTKD3	-0.01547753	0.926	0.0482685	0.8829	0.13413422	0.196	-0.0325837	0.932
SIPA1	0.02173488	0.926	-0.0143124	0.97252	0.01936506	0.899	-0.3599258	0.181
LOC105371729	-0.02159983	0.926	0.1911078	0.59516	0.11915304	0.526	0.6793172	0.0559
MGLL	0.02648606	0.926	-0.1495191	0.75562	0.00418985	0.986	-0.2744955	0.621
LRRC70	0.01854584	0.926	0.1021789	0.76243	0.19590508	0.171	0.347633	0.235
TRIM27	0.01471462	0.926	-0.025664	0.94197	0.07254577	0.518	0.0314315	0.933
OTUB2	0.01730323	0.926	-0.1189442	0.71665	-0.02514052	0.859	0.002916	0.995
IGHV3-23	-0.07262676	0.926	0.6618191	0.39284	0.46023343	0.203	1.4310641	0.105
UTP6	0.00954965	0.926	0.1338433	0.21874	-0.07465305	0.281	0.2452898	0.1
TAF5	-0.01794215	0.927	0.0814861	0.82681	0.3232005	0.0874	0.0784198	0.867
NR2F6	-0.01683995	0.927	-0.189586	0.41221	0.00951147	0.96	-0.3528774	0.208
LOC112268277	0.01622882	0.927	0.015187	0.96441	0.00523793	0.972	0.131685	0.657
LOC105374773	-0.01578375	0.927	0.0568062	0.82681	-0.18416002	0.0627	-0.113476	0.635
TET2-AS1	-0.02251058	0.927	-0.0206171	0.97243	-0.09976838	0.56	0.3136845	0.366
GTF2H2	0.02450752	0.927	-9.27e-05	0.99982	0.278701	0.0805	0.2127096	0.665
LOC728743	0.02044535	0.927	-0.0732223	0.84973	0.00694094	0.97	-0.1874576	0.625
NRON	-0.02047151	0.927	-0.1764044	0.6793	0.07270181	0.703	0.0230527	0.971
SPG21	-0.01897571	0.927	0.0172767	0.95949	0.1869926	0.0493	-0.1081995	0.648
TCF3	0.01592456	0.927	-0.0198573	0.96013	0.17270396	0.131	-0.1524206	0.627
ZNF799	0.01040165	0.927	0.0184838	0.94197	-0.05068092	0.484	0.1371701	0.426
BRWD3	-0.01229849	0.927	-0.0154063	0.96215	0.03212561	0.751	0.0996291	0.706
DAPK2	-0.02992144	0.927	-0.2804683	0.74819	-0.0332681	0.907	-0.6008328	0.53
TRAF4	0.01918153	0.927	-0.0749772	0.84223	-0.10858128	0.435	-0.0618138	0.899
NT5C	-0.01578706	0.927	-0.090657	0.75634	0.04874197	0.78	-0.0804067	0.821
ZNF317	-0.00735902	0.927	-0.005206	0.9792	-0.08093469	0.195	0.0762014	0.588
ZNF564	-0.00975893	0.927	-0.0625683	0.70084	0.03380342	0.689	0.073187	0.73
LOC105372539	0.04800936	0.927	-0.4131793	0.62938	-0.35721171	0.326	-0.1809914	0.877
SEC14L4	-0.0258262	0.927	-0.250172	0.6139	-0.48517784	0.00972	-0.5302524	0.241
RNU6-9	-0.0424159	0.927	0.3379165	0.69294	0.25978891	0.48	0.0315785	0.979
LOC105371701	0.04417538	0.927	-0.1186883	0.90196	-0.3740556	0.297	-0.4456341	0.609
LOC107984265	0.03677985	0.927	0.0416362	0.96252	-0.2538451	0.371	-0.0714468	0.929
NUDT17	-0.01863859	0.928	0.0850506	0.8223	0.07277364	0.632	-0.0058145	0.992
LOC101929165	0.02296942	0.928	0.0118071	0.98552	-0.17789039	0.304	-0.0348944	0.954
SLC7A5	0.0229876	0.928	-0.1726376	0.6793	0.0246414	0.911	-0.650584	0.135
LAPTM4B	-0.04743098	0.928	0.0460616	0.96742	0.23978002	0.397	0.2276472	0.8
VWA1	0.02449671	0.928	-0.0073782	0.99207	0.20547456	0.35	-0.13719	0.822
LOC105376183	0.03374653	0.928	0.3456263	0.36513	0.00661261	0.985	-0.1496318	0.81
PSAP	0.01253975	0.928	0.1117229	0.63365	0.07061547	0.482	0.1523706	0.577
SBNO1	0.00811581	0.928	-0.0410457	0.80838	-0.16813934	0.0343	-0.0106331	0.966
DUS2	-0.01108204	0.928	-0.0153134	0.96003	-0.15022378	0.0727	-0.1160433	0.65
LOC105376875	0.02823195	0.929	-0.1579	0.77538	0.08011746	0.763	0.3134608	0.543
ZNF703	-0.05274923	0.929	0.061166	0.96867	0.93871694	0.0221	-0.8340933	0.474
IGKV1-39	0.06827673	0.929	0.7961004	0.2142	0.95482399	0.00598	1.9620442	0.0127
CACNB4	-0.02849967	0.929	0.0083243	0.99207	0.09479444	0.688	0.6345386	0.101
GPD2	-0.02136244	0.929	0.0816551	0.87991	0.03597015	0.861	0.4659505	0.32
LOC112268429	0.03358961	0.929	-0.1858262	0.75033	-0.37531134	0.111	-0.2780215	0.682
ARF4-AS1	0.03266211	0.929	0.0581269	0.94303	0.4131668	0.116	0.0901518	0.899
TTC14	0.01490407	0.929	0.0012733	0.99744	0.04537889	0.71	0.0226482	0.957
MXD3	0.01723721	0.929	-0.0858972	0.8114	0.12090253	0.477	0.0907518	0.819
CDK5	-0.01930928	0.929	-0.0414416	0.92513	0.14488588	0.422	0.0190897	0.97
RBPMS	-0.01869455	0.929	-0.0603466	0.86573	0.18483972	0.155	0.1418241	0.663
RECQL4	-0.02216463	0.929	0.1353053	0.69836	0.04103756	0.805	0.0954217	0.834
RMI1	-0.01251809	0.929	-0.006425	0.98367	0.2256601	0.015	-0.0346716	0.901
FBXL15	0.01548546	0.929	-0.2005949	0.37842	0.08786687	0.573	-0.7463752	0.00581
LRRC32	0.02519987	0.929	0.1066933	0.8501	0.90380401	0.00037	1.093197	0.0122
ZNF710-AS1	-0.02628368	0.929	-0.0544081	0.92331	-0.10992693	0.531	-0.3184184	0.502
RINL	-0.02293858	0.929	0.0978264	0.83077	0.5274316	0.00423	0.0265216	0.961
EMD	-0.01742531	0.929	-0.118725	0.64056	0.32496808	0.02	-0.0658943	0.851
LOC112268311	-0.22222175	0.929	-1.5465469	0.74431			0.0463667	0.994
TTTY10	-0.25503897	0.929	-1.2290857	0.82929			-0.4700772	0.939
MIR1306	-0.02961641	0.929	-0.1823107	0.75562	-0.32031922	0.173	0.1257337	0.854
ALG14-AS1	-0.03598949	0.929	-0.069995	0.94152	-0.08311304	0.8	-0.6376761	0.394
LOC107985784	0.0309632	0.929	0.1060262	0.86446	-0.13321106	0.564	-0.1250539	0.854
FAM153A	0.09191815	0.929	0.4835905	0.7669	0.06070222	0.934	-1.3794322	0.394
LOC105370849	0.06072136	0.929	0.1029976	0.94572	-0.36818625	0.445	0.3130973	0.829
GCNT7	0.0188595	0.929	-0.0375273	0.9378	-0.36512477	0.0246	-0.222832	0.556
KLHL6-AS1	0.05182959	0.929	-0.5557735	0.51975	0.24991501	0.587	-0.2473163	0.849
LOC105376725	-0.02191382	0.929	-0.0916803	0.84238	-0.27092369	0.102	-0.2656294	0.528
JAK2	-0.015817	0.929	0.0715128	0.81781	-0.00735826	0.962	0.3291708	0.222
YEATS2-AS1	-0.02566476	0.929	0.1061818	0.82681	-0.09425267	0.64	0.1622231	0.754
EIF2B2	0.00932204	0.929	0.0042713	0.98814	-0.01393815	0.865	0.1936139	0.249
UXT	-0.01638717	0.929	0.021475	0.96468	0.21928611	0.216	0.0123927	0.979
LRRC8C	-0.01859638	0.929	0.1341233	0.67137	0.25695417	0.108	0.4571902	0.127
THRB-AS2	-0.02091939	0.929	-0.2982184	0.33075	-0.45752114	0.0272	-0.3684375	0.358
FER	0.01113533	0.929	0.0101748	0.9751	0.04737574	0.628	0.4203122	0.0258
LYRM4-AS1	0.01999319	0.929	-0.0464123	0.92929	0.13829551	0.326	0.2183836	0.61
TSTD3	-0.01025679	0.929	0.0199658	0.93433	-0.16350759	0.11	0.0299011	0.906
CUTALP	0.03110596	0.929	-0.000709	0.99912	-0.32473145	0.0787	-0.2058233	0.668
KCNC2	-0.0734545	0.929	-0.2769523	0.82681	-0.3137447	0.508	0.0992149	0.946
TOMM20L	0.02931437	0.929	0.0940658	0.86593	0.16279386	0.403	-0.0714742	0.911
IGHG3	0.08045152	0.929	0.4185395	0.68563	0.15013351	0.736	1.9244128	0.0357
KCNC3	0.03274984	0.929	-0.263487	0.58414	0.38867748	0.084	-0.5086783	0.361
C4orf51	-0.04125212	0.93	0.1387248	0.85218	0.42381402	0.0903	0.6904945	0.283
LINC03014	-0.04656425	0.93	0.0087048	0.9934	-0.11130032	0.756	0.5808709	0.497
ARF5	0.01239025	0.93	-0.0333272	0.89879	0.14360283	0.326	0.0207565	0.947
MIPEP	0.01059241	0.93	0.0204786	0.93576	0.06926368	0.329	0.0416566	0.84
LINC02997	0.04469159	0.93	0.3319722	0.64804	0.26612061	0.349	0.453506	0.503
THNSL2	0.05428169	0.93	0.0271321	0.98552	-0.03070282	0.947	-0.3699763	0.796
DUSP5	-0.01882082	0.93	-0.0191289	0.97252	0.04291701	0.79	-0.0151912	0.978
LOC105370733	-0.02722696	0.93	-0.0562747	0.92267	0.10914781	0.56	0.1798456	0.715
NOCT	0.03056845	0.93	0.1521319	0.82105	-0.35104942	0.097	0.411736	0.495
LOC101929109	-0.02147871	0.93	-0.2035916	0.54261	-0.2198378	0.263	-0.5824813	0.132
CCR6	0.03511888	0.93	0.3634011	0.54373	0.4054594	0.162	1.0559367	0.0666
CPSF1	-0.02019925	0.93	-0.1286862	0.687	-0.14599166	0.221	-0.2986251	0.354
GALT	-0.01864645	0.93	-0.1976595	0.4726	-0.17390204	0.262	-0.3404519	0.361
AHSA1	0.01632506	0.93	-0.0279583	0.94591	-0.0035447	0.982	0.1701262	0.6
URI1	-0.00784671	0.93	0.0121266	0.95806	-0.03035793	0.65	-0.0139596	0.953
LOC107984655	-0.029477	0.93	-0.3217893	0.47375	-0.34594821	0.0907	0.0954266	0.885
IGHV3-66	-0.06223624	0.93	0.6805559	0.35205	0.4246274	0.273	1.2357548	0.136
IGLV1-47	0.07088677	0.93	0.8714337	0.20581	1.22589626	0.00414	1.8184623	0.0418
HNRNPD	0.01495599	0.93	-0.0774774	0.77338	0.15222817	0.122	-0.0943973	0.768
SNORD143	0.03772031	0.93	0.1727235	0.81182	-0.13309059	0.674	-0.1160722	0.903
PALD1	0.02396145	0.93	0.0336301	0.95917	0.3993047	0.133	0.6706368	0.119
SRP68	0.01730283	0.93	-0.0569901	0.87834	0.35640996	0.00473	-0.0214502	0.965
GOLGA6FP	0.07578664	0.93	0.1251006	0.94811	-0.55175096	0.312	-2.6255009	0.0567
LOC105373826	0.01987533	0.93	0.0906442	0.83827	-0.06902799	0.73	0.0796195	0.862
COPS8	-0.01219097	0.93	0.0522332	0.84386	0.04182135	0.707	0.1587337	0.542
HCG11	-0.02137116	0.93	0.0083077	0.99108	0.22495475	0.179	0.5329699	0.188
GIMAP4	-0.02300727	0.93	0.1827985	0.58818	0.06608871	0.741	0.4618437	0.232
MRPS34	-0.01787393	0.93	-0.1005156	0.72386	0.06576451	0.723	-0.419125	0.0846
H4C12	0.03810929	0.931	-0.0509414	0.95573	0.22444528	0.528	-0.3379188	0.656
PABIR2	-0.01597008	0.931	-1.03e-05	0.99992	0.28899293	0.0227	0.1806712	0.591
DELE1	-0.00834208	0.931	0.0205243	0.92299	-0.04470557	0.489	-0.0948027	0.602
LOC107985358	-0.02356321	0.931	0.201036	0.60742	0.03859501	0.854	0.2462657	0.58
LOC107986424	-0.04010748	0.931	-0.1287339	0.87281	0.01706475	0.963	0.2894236	0.686
TTC39B	-0.02741845	0.931	-0.0563254	0.94247	0.29000159	0.139	0.4789683	0.399
UBA2	0.01060457	0.931	0.0493641	0.82681	0.05674493	0.502	0.1135545	0.636
FCER1A	0.04838184	0.931	0.5476442	0.33464	0.72988676	0.0518	1.7818713	0.00932
SLC26A1	-0.01693431	0.931	-0.2688721	0.29162	-0.29860435	0.0853	-0.7971777	0.00735
LOC107986265	0.01212565	0.931	0.1601897	0.45854	0.2464959	0.0221	0.254984	0.29
LOC105375696	-0.03465887	0.931	-0.0039988	0.99709	-0.09509726	0.724	0.4704339	0.476
SURF2	0.01689803	0.931	0.0031925	0.99323	0.25033762	0.0751	-0.0783195	0.826
RAMAC	-0.01256797	0.931	0.0774167	0.73399	0.17442487	0.0967	0.0404664	0.887
ACSM3	-0.02070546	0.931	-0.1353842	0.69896	-0.05667024	0.805	-0.5512137	0.135
LRRC8D	0.01042417	0.931	0.0534716	0.81736	-0.01052515	0.921	0.0126552	0.971
SFMBT1	0.00958454	0.931	0.0449154	0.82681	-0.11885101	0.258	-0.2446072	0.222
ADAMTS16	0.06342661	0.931	-0.1114172	0.93996	-0.19477286	0.66	0.996025	0.375
TOGARAM1	-0.00719146	0.931	-0.0569033	0.72067	-0.14110187	0.0444	0.0696554	0.709
DBP	-0.02754496	0.931	-0.3036093	0.21874	-0.00679928	0.98	-0.637648	0.063
GPCPD1	0.011942	0.931	0.1456382	0.40801	0.09415187	0.467	0.2414662	0.281
LOC729080	0.02883983	0.931	0.1027629	0.86859	0.18331952	0.475	-0.5466526	0.274
GMNN	0.01247329	0.931	0.1848139	0.36669	0.29326824	0.00969	0.4981297	0.0125
LINC00861	0.0276604	0.931	0.0684792	0.94072	0.29363004	0.157	0.273717	0.649
ZFAT-AS1	-0.02595562	0.931	-0.0544145	0.94152	-0.12602222	0.562	-0.1611326	0.798
RHOG	0.01995022	0.931	0.129546	0.73546	0.41529432	0.0223	0.1752481	0.706
LTO1	-0.01457104	0.931	-0.05979	0.82681	-0.16494376	0.13	0.0017356	0.996
LOC107985680	-0.06040975	0.931	-0.1846607	0.89116	-0.02983315	0.958	-0.3593417	0.809
SEPT5-GP1BB	-0.04301653	0.931	0.009509	0.99323	0.50979111	0.0678	0.4216413	0.623
LOC102724861	0.04777913	0.931	-0.1092184	0.92451	-0.42845908	0.113	-0.4102139	0.627
LOC105377224	-0.21669728	0.931	-1.1066127	0.8427			-0.3992627	0.946
POU2F1	0.01281344	0.931	-0.0468321	0.86154	-0.09714711	0.375	-0.0770582	0.808
LOC107986948	0.02323396	0.931	-0.0544588	0.93229	-0.07709446	0.728	-0.1257368	0.842
SMIM29	0.02112856	0.931	-0.048706	0.93896	0.41118676	0.0615	0.0306752	0.96
ABCF2	-0.01815601	0.931	0.1056109	0.78979	0.06936386	0.663	0.3440431	0.374
RAD51D	-0.01125651	0.931	0.0990776	0.61795	-0.0642389	0.53	0.0330835	0.908
NIPAL3	0.0131362	0.931	0.0856283	0.69836	0.02177033	0.846	0.2582167	0.272
ROPN1B	-0.04826315	0.931	-0.3171601	0.68818	-0.57135669	0.0532	0.3250222	0.729
DST	-0.01168032	0.931	-0.11966	0.59151	-0.31280048	0.00695	-0.1212423	0.667
LOC105369745	0.01599928	0.931	-0.2128176	0.33075	-0.05817453	0.647	0.0020618	0.995
LOC105369212	-0.0306909	0.931	-0.0368186	0.96193	-0.05452687	0.853	0.1763643	0.785
LIMD2	-0.02165356	0.931	0.111168	0.77362	0.27085032	0.168	0.1038922	0.83
LYL1	0.02133991	0.931	-0.099437	0.82208	0.31652296	0.101	-0.0596131	0.916
SEPTIN5	-0.04105354	0.931	0.0365741	0.97795	0.51245307	0.0813	0.4439223	0.609
EP300-AS1	-0.03502782	0.931	0.0308469	0.97486	-0.39480482	0.128	-0.4757605	0.486
COX7B	-0.02141687	0.931	-0.0243242	0.97138	0.35929219	0.0877	0.1225604	0.819
LOC105379174	-0.0524905	0.931	0.2692288	0.79698	-0.46837154	0.384	-0.2287359	0.857
TCAF2P1	0.03393575	0.931	0.2438372	0.66546	0.25037474	0.316	0.0592878	0.951
PAMR1	-0.02603165	0.931	0.0218379	0.97177	-0.06281894	0.728	0.5674713	0.211
INKA1	-0.04219043	0.931	0.1349845	0.87919	0.39357766	0.223	0.1234459	0.905
PRSS35	0.05372724	0.931	0.1339991	0.9275	0.43222397	0.285	0.4425815	0.734
CD9	-0.02608019	0.931	0.1794377	0.78314	0.36109377	0.0535	0.2933151	0.623
PRPF8	-0.01131725	0.931	-0.0959394	0.6782	-0.01094764	0.929	-0.1904245	0.402
LOC105372112	0.0444581	0.931	0.3155148	0.687	-0.35326962	0.374	0.0726907	0.946
RALY-AS1	-0.02571041	0.931	-0.0247349	0.97364	0.19480387	0.286	-0.3659098	0.508
C1QTNF7-AS1	0.02385475	0.931	-0.0133073	0.98389	-0.33131019	0.0382	-0.0057648	0.993
MAFIP	0.03471649	0.931	-0.0357895	0.97243	-0.10369407	0.76	-0.0646972	0.946
CLIC6	-0.06292837	0.931	0.5901901	0.58886	1.64895412	0.000281	2.9759748	0.00103
FAM43A	-0.03090287	0.931	-0.0762466	0.92359	0.17034093	0.534	0.0424516	0.964
CSTF2T	0.00950119	0.931	0.0091459	0.97364	-0.05051787	0.511	0.1911389	0.3
SLC10A1	0.01650657	0.931	0.078572	0.8427	0.20188659	0.286	-0.4196806	0.222
ZNF486	0.02365758	0.931	0.0897676	0.82818	0.37181153	0.0096	0.8170908	0.00395
ELP4	-0.00991794	0.931	-0.0464996	0.83778	0.01179578	0.91	0.1280905	0.578
CAPN2	0.02586746	0.932	0.2826112	0.45558	0.62827756	0.00072	0.6508255	0.143
PCSK7	-0.01633565	0.932	-0.0922073	0.71665	-0.02726626	0.875	0.4199331	0.0937
EXOC3L2	0.02225026	0.932	-0.1081269	0.81815	0.05054854	0.77	-0.0933588	0.862
FIG4	0.00976335	0.932	0.0457497	0.83802	0.04112832	0.658	0.2402849	0.211
PABPC1	0.01808237	0.932	-0.0522845	0.91258	0.47669327	0.00258	-0.105845	0.818
LOC101927445	-0.0234284	0.932	-0.0417491	0.94381	-0.15574156	0.377	-0.4847554	0.245
LEO1	0.00918108	0.932	0.0675935	0.65371	-0.20580737	0.00301	0.2935856	0.0516
ZNF200	-0.01473068	0.932	0.0912401	0.78374	0.14512793	0.197	0.3537177	0.211
CYBA	0.02581894	0.932	0.0656146	0.90712	0.40725114	0.083	0.4916816	0.278
CYP4F2	0.02074276	0.932	-0.1859309	0.58552	-0.10924351	0.623	-0.4834074	0.205
TRNF	0.03019259	0.932	-0.1670783	0.7679	0.39156262	0.0889	0.0279729	0.972
FAM88C	-0.02573831	0.932	0.0254453	0.97372	0.04380353	0.857	0.3383047	0.519
ZFAND4	-0.01223145	0.932	-0.0483585	0.84202	-0.1143964	0.263	-0.107747	0.688
IGHV4-61	0.07100841	0.932	0.9352497	0.16058	0.82100914	0.0213	1.8318519	0.0176
RHOXF2	-0.03013332	0.932	-0.1833705	0.71665	-0.19792855	0.406	-0.3026662	0.594
CDKL5	0.01701399	0.932	-0.1306888	0.62836	-0.01289969	0.925	-0.0216581	0.963
TMCO4	0.00991449	0.932	-0.0765744	0.6793	-0.12505151	0.302	-0.0449089	0.867
GAS5	0.01547595	0.932	0.193388	0.32784	0.38589617	0.00318	0.4426367	0.0579
ANXA4	0.01752173	0.932	0.14004	0.71392	0.55582827	0.000332	0.9227872	0.00694
LOC107986476	-0.02565324	0.932	-0.1360774	0.78202	-0.13316592	0.572	0.2961368	0.547
ALKBH2	-0.02064371	0.932	0.0132386	0.98463	-0.06626597	0.74	-0.334739	0.448
RMDN3	0.01392466	0.932	0.0285946	0.93321	-0.12366054	0.225	-0.0671242	0.839
LSM2	-0.018295	0.932	0.0762045	0.8443	0.5907393	0.0032	0.2323203	0.535
CRIP2	0.02423956	0.932	0.0212708	0.97759	0.30416328	0.145	0.2908916	0.544
NPTXR	0.05393965	0.932	-0.1177838	0.92451	0.38963891	0.333	-0.2461583	0.842
LOC105376176	0.03397106	0.932	-0.127549	0.87329	-0.23156849	0.403	-0.6205764	0.368
ZC3H14	-0.00913541	0.932	-0.034189	0.87869	-0.058893	0.503	-0.077165	0.747
H1-2	-0.01960956	0.932	0.0575517	0.89621	0.27527116	0.135	0.1431848	0.748
ST7-AS1	-0.015299	0.932	0.0348582	0.92451	0.02779625	0.857	-0.0612685	0.866
LOC107984485	-0.01383702	0.932	-0.0461544	0.86154	-0.18410054	0.0784	0.0732058	0.822
LOC105379271	-0.03710131	0.932	-0.07098	0.92299	-0.68893027	0.000407	-0.450344	0.448
NPIPB6	0.01812554	0.932	-0.1673269	0.63365	-0.37677523	0.0189	-0.3813119	0.327
CSRP2	-0.02676988	0.933	-0.0865554	0.88975	0.22801972	0.363	0.0168625	0.983
CNPY2-AS1	-0.01685438	0.933	0.0654856	0.85106	0.09651125	0.563	0.1120664	0.779
CFAP44-AS1	-0.0227116	0.933	-0.0543296	0.92929	-0.15907318	0.444	-0.2553983	0.582
CCDC15	0.02727261	0.933	0.2132802	0.67396	0.12048267	0.571	0.06264	0.931
CES3	-0.02367898	0.933	-0.1908052	0.60262	-0.30383533	0.118	-0.5384032	0.197
LOC105375059	-0.03043359	0.933	0.45269	0.21324	0.30773922	0.256	0.355272	0.514
BORCS8	0.01577118	0.933	-0.1737491	0.57045	0.04617595	0.786	0.1690535	0.641
MAP1B	-0.04463612	0.933	-0.0734108	0.95147	1.13210733	0.00217	1.4476946	0.0754
LOC101927556	-0.01016115	0.933	-0.1161386	0.42097	0.00053843	0.996	-0.2303323	0.195
CWC15	0.01126936	0.933	0.0128081	0.97241	0.20338068	0.128	0.1837609	0.451
LINC02584	-0.02983626	0.933	0.0963727	0.89355	-0.33347276	0.294	-0.834407	0.18
CHRDL2	-0.06055503	0.933	0.258606	0.8491	1.1244677	0.014	0.5424231	0.707
RBM14	-0.01097079	0.933	-0.1166614	0.49554	-0.27680678	0.00399	-0.361206	0.063
R3HDM4	-0.01803443	0.933	-0.0240435	0.96196	0.0885968	0.578	-0.0655435	0.895
DLGAP4-AS1	-0.02543552	0.933	-0.1971591	0.68923	-0.07380797	0.722	-0.4609891	0.35
TMEM191A	0.03802006	0.933	-0.0667024	0.95082	0.75131134	0.0273	0.0576422	0.953
FXN	-0.01905442	0.933	-0.1285292	0.73363	0.13460078	0.434	-0.1976657	0.666
PRR4	-0.02481631	0.933	-0.1508929	0.78202	-0.18229795	0.397	0.0059342	0.994
LOC105371081	0.03092073	0.933	0.0579631	0.93707	-0.05204813	0.854	-0.4068295	0.509
MAFF	0.03698582	0.933	0.4221511	0.47626	0.85288854	0.0133	0.6024437	0.384
SLIRP	-0.01844349	0.933	0.0019887	0.99709	0.31574206	0.104	-0.0004027	0.999
TMEM35B	0.017615	0.933	0.0713767	0.78089	0.31021007	0.0394	0.2129468	0.413
LCMT2	0.01396737	0.934	-0.0115596	0.97889	0.03549234	0.774	0.0780004	0.825
DNAJC5	-0.01094658	0.934	0.0047936	0.98854	-0.08162241	0.37	-0.1211485	0.623
NUP107	-0.0086167	0.934	0.1068897	0.32616	-0.08584071	0.295	0.1888459	0.188
SDC2	0.0124755	0.934	-0.0525379	0.86683	-0.1246335	0.398	-0.3025896	0.271
VDAC1	-0.01619119	0.934	0.083583	0.82878	0.15115632	0.237	0.1599235	0.687
ANAPC1P1	0.01917921	0.934	0.1163341	0.74357	-0.07453101	0.664	0.0809592	0.85
MAP6D1	-0.0322207	0.934	-0.1680538	0.82003	-0.31354165	0.247	0.0614404	0.951
SYT9	0.02104012	0.934	-0.2003299	0.59516	-0.36564935	0.0875	-0.7347959	0.0556
LINC02244	-0.03015986	0.934	-0.0466085	0.93947	-0.18009153	0.347	-0.1869642	0.715
PFAS	-0.01217421	0.934	-0.0856171	0.75918	-0.22753709	0.0291	-0.103752	0.731
GRAMD1C	-0.01758158	0.934	-0.0835756	0.85334	-0.21677001	0.204	-0.3199741	0.483
SLC49A3	-0.03832275	0.934	-0.1741734	0.82778	-0.27351699	0.367	-0.1437281	0.885
C5orf34	0.02097291	0.934	0.1643373	0.67233	-0.04987757	0.798	0.2296101	0.628
TOR4A	0.02249732	0.934	0.1116437	0.80432	0.35141492	0.0785	0.1277673	0.811
LOC100132781	-0.03326868	0.934	0.0911171	0.92331	-0.2401969	0.426	-0.2766709	0.756
LOC105374352	-0.03226989	0.935	-0.1459162	0.84071	-0.37564997	0.086	0.6132425	0.303
AFG3L2	0.01182455	0.935	-0.0088864	0.97889	-0.14471336	0.168	-0.0329295	0.909
LOC440895	-0.04410715	0.935	-0.0731708	0.95007	0.31526801	0.376	-0.3751522	0.725
CYFIP2	-0.05926741	0.935	-0.1640151	0.8903	-0.0528902	0.905	-0.6309538	0.548
ERN1	0.01169016	0.935	-0.1311226	0.50902	-0.14693859	0.12	-0.4333503	0.0283
PTPN4	0.01143644	0.935	-0.0287114	0.91617	-0.08733388	0.334	0.0982375	0.703
OSBPL10	-0.01529158	0.935	-0.0865541	0.72453	0.19825394	0.132	0.2767504	0.262
NKX6-2	0.01530879	0.935	-0.1189025	0.68856	-0.01587372	0.922	-0.1589568	0.636
CTAGE8	-0.03330931	0.935	-0.1422685	0.82391	0.25565303	0.272	-0.2240774	0.738
PDZRN4	0.04192951	0.935	-0.4178723	0.51048	0.06845764	0.822	1.1655767	0.0645
ABHD8	0.01960001	0.935	-0.1848683	0.58176	-0.06050204	0.778	-0.7236829	0.0504
P4HA2-AS1	0.03210601	0.935	0.1111362	0.879	0.36759093	0.11	-0.031905	0.971
LOC112267953	0.02929724	0.935	0.2586752	0.61795	0.09081626	0.734	-0.0556362	0.944
LOC105374937	-0.03464071	0.935	-0.1283548	0.8854	0.20168311	0.489	-0.2325869	0.784
SLC17A4	-0.02062384	0.935	0.1410085	0.7599	0.01552938	0.946	0.0732061	0.91
HAS2	0.04578023	0.935	0.4474173	0.54317	0.48507908	0.0965	1.1772681	0.113
LOC101926935	0.0294124	0.935	-0.0202831	0.98047	0.06760028	0.783	0.1393541	0.834
