Molecule	Type	actin cytoskeleton reorganization	actin filament debranching	actin filament polymerization	adhesion strenghtening and intraluminal crawling	ameboidal-type cell migration	angiogenesis	anti-inflammatory molecule gene expression	apoptotic cell clearance	apoptotic process	capture rolling	cell adhesion	cell motility	cytokine production involved in inflammatory response	degradation of membrane-associated molecules	destruction of pathogens	digestion of microbes/particles/...	endosomal vesicle fusion	endothelial cell proliferation	endothelial migration	epithelial cell proliferation involved in lung morphogenesis	epithelium regeneration	establishment of cell polarity	fatty acid synthesis	fibroblast efferocytosis	fibroblast migration	firm adhesion	focal adhesion	formation of intraluminal vesicles	fusion with late endosomes	gluconeogenese	glycogen synthesis	glycolysis	hypothermia	keratinocyte migration	keratinocyte proliferation	ketogenic acid synthesis	leukocyte migration	leukotriene synthesis	lipoxin synthesis	lymphocyte chemotaxis	m1 phenotype and behavior	m2 phenotype and behavior	macrophage clearance	macrophage derived foam cell differentiation	macrophage differentiation	maresin synthesis	membrane hyperpolarization	microtubule cytoskeleton organization	microtubule-based movement	monocyte chemotaxis	monocyte extravasation	myeloid dendritic cell differentiation	myosin ii filament organization	natural killer cell chemotaxis	neurotrophy	neutrophil apoptotic process	neutrophil chemotaxis	neutrophil extravasation	nf-κb response	p38mapk cascade	pamp recognition	phagocytic cup	phagocytosis, engulfment	phagosome maturation	phagosome sealing	phagosome-lysosome fusion	platelet activation	platelet aggregation	platelet degranulation	pmn infiltration	positive regulation of acute inflammatory response	positive regulation of cellular response to insulin stimulus	positive regulation of vascular permeability	prostaglandin synthesis	protectin synthesis	reactive oxygen species metabolic process	recognition of a target particle	regulation of actin cytoskeleton reorganization	regulation of acute inflammatory response	resolution of airway inflammation	resolution of edema	resolvin synthesis	response to endoplasmic reticulum stress	sensory perception of pain	site of dna damage	slow rolling	stat3 pathway	thromboxan synthesis	tissue homeostasis	unknown signalling cascades	uptake of srbc	vascular associated smooth muscle cell migration	vasoconstriction	vasodilation	wound constriction	wound healing
CDC14A	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-424-5p	miRNA	4	-5	-4	3	-5	-2	0	-5	-4	-5	-4	4	0	0	-4	-9	-6	-9	0	0	-4	-4	-9	0	-2	-4	-4	0	0	-4	-6	-4	0	-4	-4	-7	0	-5	-4	-3	-4	-3	0	-3	3	-5	-6	-4	0	0	-4	-3	-6	-4	0	-4	-4	-4	0	-3	-4	-6	-4	-6	-5	0	4	4	6	0	-4	0	-3	-4	-4	-4	-3	-4	6	0	0	-4	-3	0	-5	-4	-5	-6	-5	-3	0	-5	-5	-5	5	5
KIF23	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-335-5p	miRNA	-3	-6	-3	-2	-4	-4	0	-3	-3	-4	-4	-4	0	0	-5	-8	-5	-8	0	0	-3	-4	-9	0	-4	-4	-4	0	0	4	-6	-4	0	4	4	-8	0	-4	-4	-2	3	-2	0	-4	-2	-4	-5	-4	0	0	-3	-3	-4	-4	0	-4	-4	4	0	-3	-4	-5	-4	-5	-4	0	-4	-4	-6	0	4	0	-3	4	-5	-5	-4	-4	-6	0	0	-4	-4	0	-4	-4	-6	5	-3	-3	0	-4	-3	3	5	5
hsa-miR-378a-3p	miRNA	-5	-6	-5	-4	-6	-4	0	-4	-3	-4	-5	-5	0	0	-5	-9	-5	-8	0	0	-4	-5	-10	0	-4	-4	-4	0	0	-5	-6	-5	0	4	4	-8	0	-5	-4	-3	-3	-2	0	-4	-2	-4	-6	-4	0	0	-4	-3	-5	-4	0	-4	-4	-4	0	-4	-5	-7	-5	-6	-5	0	-5	-5	-6	0	-4	0	-5	4	-5	-4	-4	-5	-6	0	0	-4	-4	0	-4	-4	-6	-5	-5	-4	0	-5	-5	-5	5	-6
hsa-miR-182-5p	miRNA	-4	6	-5	-3	-6	-4	0	-4	-4	-4	5	-4	0	0	-4	-9	-5	-9	0	0	-4	-4	-8	0	-4	-4	-4	0	0	-4	-4	-5	0	-4	-4	-8	0	-6	-5	-3	3	-3	0	-4	-3	-5	-3	-5	0	0	-4	-4	-5	-4	0	-4	-4	4	0	-4	-5	-7	-5	-6	-5	0	-4	-4	-6	0	-4	0	-4	-4	-6	-5	4	-4	-6	0	0	-5	-4	0	-5	-4	6	5	-5	-4	0	-5	-5	-5	5	-6
PPP3CA	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLINT1	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-29a-3p	miRNA	-4	-6	-4	-4	-5	-4	0	-4	2	-4	-3	-3	0	0	-4	-9	-5	-8	0	0	-2	-3	-10	0	-4	3	-3	0	0	-5	-4	-4	0	-5	-5	-7	0	-5	-4	-3	-4	-2	0	-4	-2	-4	-6	5	0	0	-3	-4	-5	-5	0	-3	3	-3	0	-4	-4	-6	-4	-6	-5	0	-3	-3	-7	0	3	0	-4	-5	-5	-3	-4	-4	-7	0	0	-4	-3	0	-4	-4	-4	-6	-4	-3	0	-4	4	-4	-5	-6
hsa-miR-140-5p	miRNA	-4	-5	4	-3	5	3	0	4	-3	-4	-5	-3	0	0	-4	8	6	-9	0	0	-4	3	-9	0	3	-3	4	0	0	-5	-6	-5	0	-4	-4	-7	0	-5	-5	3	-3	-3	0	-4	-3	-5	-4	-5	0	0	-4	-4	4	-3	0	-3	-4	-4	0	-4	-4	6	4	5	4	0	-4	-4	-6	0	3	0	-4	-4	-5	-4	-3	-5	-6	0	0	-5	-4	0	-4	-3	-5	-5	-5	3	0	5	5	-5	-5	-6
hsa-miR-302c-3p	miRNA	-4	-7	-5	-4	-6	-4	0	-4	3	-5	-5	-5	0	0	5	-9	-6	8	0	0	-4	-5	-10	0	-4	-2	-5	0	0	-5	6	-5	0	-5	-5	-9	0	5	-5	-4	-4	-3	0	-4	-2	-5	-6	-5	0	0	-4	-4	-5	-5	0	-5	-2	5	0	-4	-5	-7	5	-6	-5	0	-5	-5	-6	0	-5	0	4	-5	-6	-6	-5	-4	-6	0	0	-5	-4	0	-5	-4	6	-6	-5	4	0	-6	-5	-5	5	-6
hsa-miR-18b-5p	miRNA	-4	-7	-5	-4	-6	-3	0	-4	3	-5	-5	-5	0	0	5	-9	-6	8	0	0	-2	-4	-10	0	-3	-4	-4	0	0	-4	-6	-4	0	-4	-4	-8	0	5	-5	-3	-4	-3	0	-4	-4	-5	-6	-4	0	0	-4	-4	-5	-5	0	4	-4	-4	0	-4	-5	-7	-5	-6	-5	0	-5	-5	-6	0	-4	0	-4	-4	-6	-6	-5	-4	-6	0	0	-5	-4	0	-5	-4	-6	-6	-5	-4	0	-5	-5	-5	5	5
hsa-miR-18a-5p	miRNA	-4	-6	-5	-4	-6	-3	0	-4	-3	-4	-5	4	0	0	-5	-9	-5	8	0	0	-4	-4	-8	0	-3	-4	-4	0	0	-4	-6	-4	0	-4	-4	-7	0	-5	-5	-3	3	-3	0	-4	3	-5	-5	-4	0	0	-4	-3	-5	-4	0	-4	-4	-4	0	-4	4	-7	-4	-6	-5	0	-5	-5	-6	0	-4	0	-3	-4	-5	-4	-4	-4	-6	0	0	-5	-4	0	-4	-4	-6	5	-5	-3	0	-5	-5	-5	-5	5
hsa-miR-135a-5p	miRNA	-3	6	-3	-2	-4	-4	0	-3	-3	3	-4	-4	0	0	-5	-9	-5	-8	0	0	-4	-5	-9	0	-4	-3	-4	0	0	-5	-6	-5	0	-4	-4	-8	0	-5	-4	-3	-4	-2	0	-4	-2	-4	-6	5	0	0	-3	-3	-5	-4	0	-3	-3	4	0	-3	-4	-5	-4	-6	-5	0	-5	-5	-5	0	3	0	-3	-4	-4	-3	4	-4	-5	0	0	-4	-3	0	-4	-3	-6	-6	-3	-3	-3	-4	-3	3	6	5
ANXA1	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-330-3p	miRNA	-4	-6	-4	-3	-5	-4	0	-3	-3	-4	-4	-4	0	0	-4	-9	-5	-9	0	0	-3	-3	-9	0	-4	-4	-4	0	0	-5	-6	-4	0	-4	-4	-8	0	-4	-5	-4	3	-3	0	-4	-3	-5	-5	-4	0	0	-3	-3	-5	-4	0	-4	-4	4	0	-3	-4	-6	4	-6	-5	0	-4	-4	-6	0	4	0	-4	-4	-5	-5	-4	-4	-6	0	0	-5	-4	0	-4	-3	-5	5	-5	3	0	-5	-5	-5	6	6
BAP1	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PARP8	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-34c-5p	miRNA	-4	-7	4	-3	5	-4	0	-4	-3	4	-4	-3	0	0	-5	-8	-5	-8	0	0	-4	-5	-9	0	-4	-4	-4	0	0	-4	-6	-5	0	-5	-5	-7	0	-5	-4	-3	-4	-2	0	-4	-3	-4	-6	-5	0	0	-4	-3	-4	-5	0	-4	-4	4	0	-4	-4	6	-4	-5	-4	0	-3	-3	-6	0	4	0	-4	-5	-5	5	-5	-4	-6	0	0	-4	-4	0	-4	-4	-4	-6	-5	-3	0	-5	-5	-5	6	5
hsa-miR-29c-3p	miRNA	-4	-6	-4	-3	-5	-4	0	3	2	-3	-3	-4	0	0	-4	-9	-5	8	0	0	-3	-3	-9	0	-4	-4	-3	0	0	-5	5	-4	0	4	4	-8	0	-4	-5	-4	3	-3	0	-4	-2	-5	-5	-4	0	0	-3	-3	-5	-4	0	-3	-4	-3	0	-3	-4	-6	-4	-6	-5	0	-4	-4	6	0	3	0	-3	-4	-5	-3	-4	-4	6	0	0	-5	-3	0	-4	-4	-4	5	-5	-3	0	-4	-5	-5	6	-6
hsa-miR-150-5p	miRNA	-3	-5	-4	-3	-5	3	0	-4	-2	-4	-4	-4	0	0	-4	-9	-5	-8	0	0	-3	-4	-8	0	3	-3	-4	0	0	-4	-5	-4	0	-4	-4	-7	0	-4	-4	-2	-3	-3	0	-4	-3	-5	-4	-4	0	0	-3	-3	-5	-3	0	-3	-3	4	0	-3	-4	-6	4	-6	-5	0	-4	-4	-6	0	3	0	-3	-4	-4	-5	-3	-3	-6	0	0	-4	-4	0	-4	-3	-5	-5	-4	3	0	-5	-4	4	-5	-6
hsa-miR-203a-3p	miRNA	-4	-5	-4	-3	-5	-2	0	-3	-3	-4	-5	-4	0	0	-4	-9	5	-9	0	0	-3	-3	-8	0	-2	-3	-4	0	0	-5	-5	-4	0	-4	-4	-7	0	-5	-5	-3	-2	-3	0	-3	-3	-5	-4	-5	0	0	-3	-2	-5	-3	0	-3	-3	3	0	-2	-3	-6	-4	-6	-5	0	-4	-4	-5	0	3	0	-3	-4	-5	-4	-3	-5	-5	0	0	-5	-3	0	-4	-3	-5	-4	-5	-3	0	-5	-5	-5	4	-3
UVRAG	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-16-1-3p	miRNA	-4	-7	5	-3	6	-5	0	-5	-4	5	5	-4	0	0	-6	10	7	-9	0	0	-4	-4	-9	0	-5	-4	4	0	0	-6	7	-5	0	-5	-5	9	0	-6	6	-4	-5	4	0	5	-3	6	-7	5	0	0	-4	4	6	-6	0	-4	-4	-4	0	5	-5	7	-5	7	6	0	-4	-4	-6	0	4	0	-5	-5	6	-6	-5	5	-6	0	0	6	5	0	5	-4	-7	-7	-6	-4	0	5	-6	-6	-6	4
hsa-miR-130a-3p	miRNA	-4	-7	-5	3	-6	-4	0	-2	-3	4	-5	4	0	0	4	-9	-3	-8	0	0	-4	-5	-9	0	-4	-4	-4	0	0	-5	-6	-4	0	-4	-4	-7	0	-4	-4	-3	3	-2	0	-3	-2	-4	5	-5	0	0	-3	-2	-5	-5	0	-3	-4	3	0	-2	-4	-7	-4	-6	-5	0	4	4	-6	0	3	0	-3	-4	-5	-3	-5	-5	-6	0	0	-4	-3	0	-4	-4	-6	5	-5	-3	0	-5	-5	-5	5	-6
MTAP	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TOM1	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DET1	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMAD5	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-32-5p	miRNA	-4	-7	-5	-3	-6	-4	0	-4	3	4	-5	-4	0	0	-6	-9	-5	-7	0	0	-4	-4	-9	0	-4	-4	-4	0	0	-5	6	-5	0	-5	-5	-8	0	5	-5	-4	4	-4	0	-4	-2	-6	6	5	0	0	-3	-4	-5	-5	0	-4	-4	-4	0	-5	-3	-7	-4	-6	-5	0	-4	-4	-6	0	4	0	-4	-5	-5	-3	-5	5	-6	0	0	-5	-3	0	4	-4	6	-6	-5	-3	0	-5	-5	5	6	4
hsa-miR-25-3p	miRNA	-5	-6	-5	-4	-6	3	0	-3	-2	-4	-5	-5	0	0	4	-9	-5	-8	0	0	-4	4	-10	0	3	-3	-4	0	0	-5	-5	-5	0	-5	-5	7	0	-4	-5	-4	-4	-3	0	-4	-2	-5	-6	-6	0	0	-3	-4	-5	-4	0	-4	-4	3	0	-4	-4	-7	-4	-6	-5	0	-5	-5	-6	0	4	0	-4	-5	-5	-3	-4	-5	-6	0	0	-5	-3	0	-4	-4	-5	5	-5	-3	0	-5	-5	-5	6	-5
hsa-miR-377-3p	miRNA	-5	-6	-5	-4	-6	3	0	-4	-2	-4	-5	4	0	0	-5	-9	-5	-8	0	0	-4	-4	-10	0	3	-4	-4	0	0	5	-5	-5	0	-5	-5	-7	0	-4	-5	3	-4	3	0	-4	-3	-5	-6	-6	0	0	-4	-4	-5	-4	0	-4	-4	-5	0	-4	4	-7	-5	-6	-5	0	-5	-5	-6	0	-4	0	-4	-5	-5	5	-4	-3	-6	0	0	-5	-4	0	-4	-4	-5	5	-5	-4	0	-5	-5	-5	6	-6
hsa-miR-196b-5p	miRNA	-3	-6	-5	-3	-6	-3	0	-4	-3	-3	-5	-3	0	0	-5	-10	-6	-9	0	0	-3	-4	-10	0	-3	-3	4	0	0	-5	-6	-4	0	-4	-4	-8	0	-5	-5	-4	4	-3	0	-3	-2	-5	-6	5	0	0	-4	-3	-6	-5	0	-4	-3	-5	0	-4	-4	-7	-4	-7	-6	0	-4	-4	-6	0	-4	0	-5	-4	5	-5	-4	-5	-6	0	0	-5	-3	0	4	-3	-6	6	-5	-3	0	5	5	-5	6	-6
hsa-miR-218-5p	miRNA	-4	-6	-4	-3	-5	-4	0	-4	-3	-4	-4	-4	0	0	3	-9	-5	-9	0	0	-3	-4	-9	0	-4	-3	-4	0	0	-5	-6	-4	0	4	4	-8	0	-4	-5	-4	3	-3	0	-4	-3	-5	-3	-4	0	0	-3	-3	-5	-4	0	-3	-3	4	0	-3	-4	-6	-4	-6	-5	0	-4	-4	-5	0	3	0	-4	-4	-5	-5	-4	-3	-5	0	0	-5	-4	0	-4	3	-6	5	-4	-3	0	-5	4	-4	5	5
DCX	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-370-3p	miRNA	-4	-7	-5	-4	-6	-4	0	-4	-3	-5	-5	-4	0	0	5	-9	-5	-8	0	0	-4	-5	-11	0	-4	-4	-4	0	0	-5	-6	-5	0	-4	-4	-9	0	-5	-5	-3	-4	-3	0	-4	-3	-5	-6	5	0	0	-4	-4	-5	-5	0	-5	-4	-5	0	-4	-5	-7	-5	-6	-5	0	-5	-5	-7	0	-5	0	-3	-4	-6	-6	-5	-6	-7	0	0	-5	-4	0	-5	-4	-6	6	-5	-4	0	-5	-5	5	5	6
MAP3K8	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-133b	miRNA	-4	-6	-3	-3	-4	3	0	3	2	-3	-4	-4	0	0	-4	-9	-5	8	0	0	-3	-3	-9	0	3	3	-4	0	0	-5	5	-4	0	4	4	-8	0	-4	-5	-2	3	-3	0	-4	-2	-5	-5	-4	0	0	-3	-3	-5	-4	0	-4	3	4	0	-3	-4	-5	-4	-6	-5	0	-4	-4	-5	0	-4	0	-4	-4	-5	-5	-4	-4	-5	0	0	-5	-4	0	-4	-4	-5	5	-4	-3	0	-4	-4	-4	5	6
hsa-miR-96-5p	miRNA	-5	-7	-5	-4	-6	-4	0	-4	-4	-4	-5	-5	0	0	-5	-10	-6	-9	0	0	-4	-4	-10	0	-4	-4	-5	0	0	-5	-4	-5	0	-5	-5	-9	0	-5	-6	-3	4	-4	0	-5	-3	-6	-3	-5	0	0	-4	-4	-6	-5	0	4	-4	-5	0	-4	-5	-7	5	-7	-6	0	-5	-5	-7	0	-4	0	-4	-5	-6	-6	-5	-5	-7	0	0	-6	-5	0	-5	-4	-7	6	-5	4	0	-6	-5	-5	6	6
hsa-miR-27a-3p	miRNA	-4	-6	-4	-3	-5	-3	0	-2	-2	-4	-4	-4	0	0	4	-9	-5	-7	0	0	-2	-4	-9	0	-3	-3	-3	0	0	-4	-5	-4	0	-4	-4	-7	0	-4	-4	-3	-3	-2	0	-3	-2	-4	-4	-4	0	0	-3	-3	-5	-4	0	-3	-3	-4	0	-3	-4	-6	-3	-6	-5	0	-4	-4	-5	0	3	0	-3	-4	-5	-4	-4	-4	-5	0	0	-4	-3	0	-4	-4	-5	-5	3	-2	0	-4	-3	3	5	5
hsa-miR-421	miRNA	-5	-7	5	4	6	4	0	4	3	-5	-5	-5	0	0	-5	-10	-6	-9	0	0	-4	4	-8	0	4	-4	3	0	0	5	-5	-5	0	-5	-5	-9	0	5	-5	-4	-4	-3	0	-4	-4	-5	-5	5	0	0	4	-4	-6	-5	0	-5	-4	-5	0	-4	-5	7	-5	-7	-6	0	-5	-5	-7	0	-5	0	-4	-4	-6	-6	-5	-5	-7	0	0	-5	-4	0	-4	-4	6	-6	-4	-4	0	4	4	-4	5	-6
RBMXL1	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-98-5p	miRNA	-4	-7	-5	-4	-6	-4	0	-4	-3	-4	-5	-4	0	0	-5	-9	-5	-8	0	0	-2	4	-10	0	-4	-3	3	0	0	-3	-5	-5	0	-5	-5	7	0	-5	-4	-3	-4	-2	0	-4	-2	-4	-6	-6	0	0	-4	-4	-5	-3	0	-4	-4	-5	0	-4	-3	-7	-4	-6	-5	0	-5	-5	-6	0	4	0	-3	-4	-5	-5	-5	-3	-6	0	0	-4	-4	0	-4	-4	-6	-6	-4	-3	0	4	4	-4	-7	-5
hsa-miR-105-5p	miRNA	4	-6	-4	3	-5	-4	0	-5	4	-5	-4	4	0	0	5	-10	-6	-9	0	0	-4	-4	-11	0	-4	-5	-4	0	0	-5	-7	-5	0	5	5	-9	0	6	-5	-4	-4	-3	0	-4	-2	-5	-4	-6	0	0	-4	-3	-6	-5	0	-5	-4	5	0	-5	-5	-6	-5	-7	-6	0	4	4	6	0	-5	0	5	5	-6	-4	-4	-4	6	0	0	-5	-4	0	-5	-5	-7	-6	5	-4	0	-5	-5	5	6	-7
hsa-miR-10a-5p	miRNA	-5	-7	-3	-4	-4	-4	0	-5	-4	4	-5	-5	0	0	4	-9	-5	-9	0	0	-3	-5	-10	0	-4	4	-4	0	0	-5	6	-3	0	-4	-4	8	0	-5	-5	-3	4	-3	0	-4	-3	-5	-6	-5	0	0	-3	4	-5	-5	0	4	4	-5	0	4	-3	-5	-5	-6	-5	0	5	5	-7	0	-4	0	-4	-4	-6	-5	-5	-5	-7	0	0	-5	-4	0	4	4	-6	6	-5	-4	0	-4	-5	-5	6	6
PKD2	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-205-5p	miRNA	-3	-5	-4	-4	-5	-4	0	-3	-3	-4	-4	-3	0	0	4	-9	-5	8	0	0	-4	-3	-9	0	-4	-3	-3	0	0	-5	-6	-5	0	4	4	-7	0	-5	-5	-4	-4	-3	0	-4	-3	-5	-6	-5	0	0	-4	-3	-5	-4	0	-4	-4	4	0	-3	-4	-6	-4	-6	-5	0	-5	-5	-6	0	-4	0	-3	4	-5	-5	-3	-5	-6	0	0	-5	-4	0	-4	-4	-6	-6	-5	-3	0	-4	-5	-5	5	5
hsa-miR-23b-3p	miRNA	4	-5	-4	3	-5	-4	0	3	-3	-3	-4	-4	0	0	4	-9	-5	-9	0	0	-4	-4	-9	0	-4	-4	-4	0	0	-5	5	-5	0	-5	-5	-8	0	-5	-5	-3	-4	3	0	-4	-3	5	-5	-5	0	0	-4	-3	-5	-5	0	-4	-4	-4	0	-3	-3	-6	-4	-6	-5	0	4	4	-6	0	-4	0	-3	-5	-6	-5	-3	-4	-6	0	0	5	-4	0	-4	-4	-6	5	-4	-3	0	-5	4	-4	6	5
PRAP1	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FMOD	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-433-3p	miRNA	-5	-7	-6	-4	-7	-3	0	4	-4	-5	-6	-5	0	0	-4	-10	-7	-9	0	0	-4	-4	-8	0	-3	-4	-4	0	0	-4	-6	-4	0	-4	-4	-8	0	-6	-5	-3	3	-3	0	-4	-3	-5	-4	-4	0	0	-4	-4	-6	-4	0	-4	-4	-4	0	-4	-5	-8	-5	-7	-6	0	-5	-5	-7	0	-4	0	-4	-4	-6	-5	-5	-4	-7	0	0	-5	-4	0	5	4	-6	5	-5	-4	0	-5	5	-5	-5	5
RAB34	PROTEIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
